,GalaxyID,FASHIID,ra_h1,dec_h1,mass_ratio,d_p,logM,SFR,z_a,W50,S_bf,logMh1,z_h1
0,J112552-003941,20230004667,171.4531,-0.648,0.5195732027241207,5.253346814,8.255788803,-0.588777661,0.0187129378318786,44.5,793.41,9.04,0.0187739
1,J141215-003758,20230004711,213.0641,-0.5917,200.23473483829582,30.82598366,10.66644096,0.378941923,0.0255911573767662,118.28,2315.25,9.71,0.0249995
2,J144856-004337,20230004630,222.2258,-0.7302,6.183454308544013,185.9697125,9.326691628,-1.352419257,0.0280712880194187,172.3,1891.13,9.73,0.0280487333333333
3,J104143-005322,20230004453,160.4323,-0.8941,0.44409434397928277,194.4899263,8.73495388,-1.013503671,0.0260926205664873,135.18,915.77,9.42,0.0260993
4,J094628-002603,20230004817,146.6156,-0.4372,2.703739675167194,176.5569303,8.341645241,-1.365661144,0.0060366350226104,33.41,702.0,8.16,0.0060305666666666
5,J090655-000152,20230005010,136.7371,-0.0376,3.063477098188966,88.18565428,9.574008942,-0.165333346,0.0186456311494112,181.6,5882.31,9.94,0.0185949666666666
6,J032531-060744,20230000840,51.378,-6.1353,1.4086427033502913,160.0615047,10.36177826,0.557748675,0.0348107852041721,158.05,747.74,9.54,0.0346541333333333
7,J033458-054853,20230000976,53.7174,-5.7776,15.914419765060886,157.3060298,9.641476631,-0.768676341,0.0182860177010297,100.46,803.36,8.96,0.0182647999999999
8,J032349-055134,20230000932,50.9572,-5.8594,0.09556544886569933,171.2185231,9.655599594,-0.233617678,0.037083875387907,133.15,1709.89,9.97,0.0371022
9,J115938-032239,20230002520,179.9271,-3.4,7.271527920162289,32.02090899,10.05618382,-1.443478227,0.0192973278462886,175.49,1136.49,9.24,0.0197883333333333
10,J122251-033121,20230002427,185.7376,-3.5118,0.47943514850211705,93.03847156,10.6323843,0.557476759,0.0725858137011528,44.65,1134.83,10.3,0.0712431
11,J124122-030328,20230057467,190.3439,-3.0592,10.520654317487962,50.07672993,8.719405174,-1.148356676,0.0048749092966318,96.55,4067.9,8.7,0.0048300999999999
12,J124428-030018,20230002888,191.1096,-3.0002,26.72854081092275,199.7878631,10.53272438,-0.00849416,0.0238521192222833,276.89,3391.88,9.93,0.023872
13,J123906-023029,20230003265,189.7676,-2.4934,41.71888761903024,29.67008351,10.076087,-0.202694431,0.0232451856136322,213.52,3105.05,9.84,0.0231631
14,J115611-021146,20230003528,179.0409,-2.1939,7.537027970924266,178.6138034,9.009760857,-0.707560837,0.021230699494481,109.49,1252.58,9.4,0.0212593999999999
15,J125156-020439,20230003621,192.9816,-2.0712,104.10287774489339,45.85249684,10.36937428,0.218440548,0.0228803977370262,174.85,1537.64,9.51,0.0228804999999999
16,J130049-012136,20230051742,195.222,-1.3491,0.045807173525124034,30.18610849,8.460268021,-0.836396933,0.0227461643517017,202.05,1721.73,9.54,0.0227042
17,J132426-030507,20230002830,201.1045,-3.0854,10.300275787616869,175.4625124,10.26017475,-0.75285089,0.021299809217453,78.37,561.68,8.95,0.0213081333333333
18,J114810-015920,20230003696,177.0335,-1.9844,0.03331371469197155,45.76002251,7.165939331,-1.855810761,0.0051394649781286,94.06,2764.91,8.57,0.0051065
19,J110353+640051,20230041499,165.976,64.0417,26.92387930354041,115.4146807,9.247573853,-0.287565231,0.0322511531412601,216.14,1338.07,9.74,0.0322358
20,J084520+501410,20230031876,131.3108,50.2223,1.8453467997321242,14.42497549,8.638549805,-0.945048153,0.0112201776355504,226.09,1368.59,8.87,0.0109219
21,J091030+542341,20230036085,137.6272,54.3913,0.11328851055306349,130.9442199,8.686347961,-0.707244933,0.0129982596263289,125.66,1063.92,8.91,0.0129841666666666
22,J082938+482321,20230030263,127.4234,48.3733,0.28940998850879923,97.07692159,9.795781136,-0.435478926,0.054823238402605,253.54,738.91,9.9,0.0547438666666666
23,J083131+484208,20230030584,127.8889,48.709,0.4950202817297852,165.8169036,9.098167419,-0.109487891,0.0435653142631053,133.54,320.0,9.36,0.0435307666666666
24,J084139+504718,20230032323,130.4371,50.7894,0.06945803439923236,68.24870319,9.874597549,0.738598943,0.0543448291718959,242.1,1771.6,10.27,0.054355
25,J085228+522234,20230033752,133.136,52.3739,0.05142383646876695,39.59323374,9.347311974,-0.066419266,0.0408734157681465,106.29,692.71,9.65,0.0408499666666666
26,J075547+411649,20230022045,118.9345,41.2939,0.05877165276078201,181.5354792,9.494324684,-0.172816873,0.0410598628222942,209.88,660.13,9.63,0.0410591
27,J081412+455510,20230027897,123.5668,45.9212,0.8362233167685166,46.67998018,9.370004654,-0.363247812,0.0456197373569011,209.41,443.28,9.54,0.0456247666666666
28,J085733+535435,20230035587,134.39,53.91,3.699287593853373,65.46912557,10.35961628,-0.555113375,0.0453645847737789,329.81,1524.8,10.07,0.0453136
29,J080516+442402,20230026217,121.3109,44.3745,23.423860502153847,118.8646515,10.96396065,-1.198214293,0.0403647236526012,199.73,631.55,9.62,0.0414975333333333
30,J081317+462220,20230028412,123.3122,46.3594,17.652031793739013,149.0392025,8.571865082,-1.439548016,0.0075620631687343,139.03,1615.55,8.68,0.0075186333333333
31,J082759+493325,20230031342,127.0019,49.5646,3.8586663255633273,156.2306291,9.868174553,-0.017780647,0.0531925186514854,240.7,762.73,9.89,0.0532618
32,J085208+534200,20230035336,133.0391,53.7001,0.07371625284677853,108.5095481,9.224533081,0.112354264,0.0496788173913955,150.43,960.56,9.94,0.0496074666666666
33,J090431+551743,20230037039,136.1267,55.2893,5.552373886349777,199.716214,8.517743111,-1.2610811,0.0136855551972985,95.37,2121.02,9.25,0.0136934666666666
34,J090422+552713,20230037183,136.0939,55.4516,0.34959466463872285,57.98456364,9.382559776,-0.149697065,0.0373368449509143,132.64,806.63,9.64,0.0372047666666666
35,J080703+454035,20230027566,121.7399,45.702,0.49693168637287183,79.17604545,10.36949444,0.294668406,0.0502248592674732,207.81,930.27,9.93,0.0495520333333333
36,J081606+474858,20230029776,123.9631,47.8122,0.045042909754023364,89.97810785,9.270831108,-0.46740824,0.0401475355029106,180.31,855.49,9.72,0.0402461333333333
37,J085134+540141,20230035687,132.8923,54.0167,0.25651115429658716,141.4990686,9.167788506,-0.358388454,0.0283643454313278,108.62,1390.26,9.67,0.0282409
38,J085419+542728,20230056722,133.5739,54.4619,7.526442879761692,193.4061632,10.00208282,-0.504426181,0.0247885845601558,343.37,1621.97,9.62,0.0247382
39,J090531+560126,20230037727,136.3836,56.0207,0.49630790211257975,98.53396278,9.496163368,-0.360104471,0.0254469364881515,143.33,3458.98,9.97,0.025435
40,J092715+583654,20230039455,141.817,58.615,0.09965452283454738,159.4725639,9.503813744,0.179976508,0.0301593281328678,185.18,2435.71,9.95,0.0300421
41,J100319+594418,20230040206,150.8481,59.7405,16.61889067913953,72.06737912,10.28912067,-0.484971046,0.0314878076314926,353.74,3862.99,10.19,0.0314831333333333
42,J165203+630657,20230064068,253.0067,63.0998,17.265618478607067,61.42229955,8.95388031,-0.609677374,0.0103720910847187,199.38,6371.0,9.48,0.0104168333333333
43,J170715+610150,20230063812,256.8004,61.036,2.673916646765451,48.66767057,9.33053112,-0.784558654,0.0313865914940834,132.21,1460.83,9.72,0.0312448333333333
44,J170859+625353,20230064024,257.2429,62.9023,8.055874057456895,161.6021707,10.44330692,-0.604761839,0.0270670596510171,326.13,2965.51,9.91,0.0270773
45,J085503+520304,20230033475,133.788,52.0433,10.761073036337324,43.9952053,10.8383913,-1.356060505,0.0319375954568386,481.68,4847.09,10.31,0.0321495666666666
46,J101118+600045,20230040354,152.82,60.0185,0.5926997949625096,184.89191,8.778850555,-0.869422555,0.0221671666949987,191.76,892.46,9.27,0.0221646333333333
47,J133045+630126,20230064053,202.6727,63.0208,0.10026936186266736,99.91638432,7.796059608,-1.67893517,0.0079347565770149,69.24,647.61,8.31,0.0078874666666666
48,J144325+585315,20230039672,220.8583,58.9049,21.19078684493337,35.96713684,10.43690205,0.819045424,0.0390687957406044,126.21,1347.0,9.88,0.0388991333333333
49,J150659+564203,20230038144,226.7544,56.7017,0.7161159205759232,189.9490162,8.602469444,-0.978476763,0.0295118056237697,133.17,960.36,9.49,0.0294843
50,J151443+560237,20230037734,228.6922,56.0305,2.194320250207701,30.71999708,9.657471657,0.143733412,0.0511027500033378,141.5,795.27,9.88,0.0511260333333333
51,J155900+494837,20230031555,239.7465,49.8075,3.5619530767214536,139.4716294,9.856362343,-0.152374387,0.0436814911663532,202.37,1164.37,9.91,0.0435754
52,J083129+482423,20230030320,127.8799,48.4123,12.96171046264444,79.0386748,10.35854435,-0.015937408,0.0448530726134777,316.38,1227.99,9.97,0.0447158666666666
53,J085757+525451,20230034395,134.5154,52.9163,0.14747044236566373,134.33053,9.686901093,0.305539519,0.0581203177571296,215.64,1526.76,10.26,0.0581492666666666
54,J094608+583149,20230039386,146.5073,58.5284,0.25618522381124725,51.6011679,8.950071335,-0.003071655,0.029942462220788,315.92,3244.36,10.08,0.0299152666666666
55,J153310+541344,20230035936,233.2955,54.2256,18.605440852184447,67.64571234,10.02415752,0.231222495,0.0292822550982236,239.65,3449.59,10.03,0.0293247
56,J154043+530657,20230034645,235.2487,53.0977,4.457219953052313,127.0553824,10.27350712,-0.740934014,0.0692689716815948,106.97,382.03,9.82,0.0694523
57,J154127+531326,20230034771,235.3398,53.2063,8.905540888777363,166.5659345,10.62361908,0.184444666,0.0684780403971672,364.51,1077.28,10.26,0.0684988
58,J075642+410013,20230021625,119.1822,41.0022,4.061990496617469,190.3652025,10.47287083,-0.437209189,0.0416944436728954,66.85,381.93,9.4,0.0417134333333333
59,J111408+635604,20230057446,168.5338,63.9313,18.210609430500032,179.0709684,12.03005028,-0.248013243,0.0346347466111183,163.89,1342.81,9.79,0.0344914333333333
60,J135557+625731,20230064046,209.0416,62.9989,1.0880927510261331,192.9916662,9.909226418,0.197307974,0.044222205877304,121.59,667.22,9.63,0.0410909
61,J092840+575333,20230038961,142.2277,57.9251,1.1144118128632028,106.8009585,9.618132591,-0.001406642,0.0467128977179527,31.48,816.08,9.83,0.0468194
62,J153608+550558,20230036832,234.0406,55.0958,0.20372300332176713,157.7982554,9.803792,0.185995609,0.0395383425056934,44.13,536.1,9.5,0.0395219333333333
63,J080832+453604,20230027429,122.1328,45.6028,0.6470088557622357,98.67672167,9.590709686,-0.121410877,0.046756062656641,99.95,922.33,9.88,0.0467244333333333
64,J090717+560005,20230037695,136.8346,56.0052,2.2042785778181884,45.09257386,10.44556522,0.637933135,0.0452242083847522,268.39,1354.64,10.02,0.0452957666666666
65,J155330+530051,20230034504,238.3886,53.0094,0.40399028826254063,46.18498961,9.247981071,-0.018378608,0.0472777187824249,183.78,1499.35,10.09,0.0471311
66,J080713+460335,20230056016,121.8034,46.0597,0.15914175129556218,150.906283,9.480150223,-0.33544004,0.0332007966935634,107.61,270.2,9.08,0.0329413333333333
67,J083333+513841,20230033090,128.4184,51.6569,2.3517817668584255,134.5784688,9.927510262,-0.580245078,0.0377862900495529,37.42,465.24,9.41,0.0374917333333333
68,J090139+554818,20230137575,135.4216,55.7965,0.2405421835437042,150.8336967,9.778963089,-0.074339986,0.0461806878447532,275.0,867.56,9.84,0.0460207333333333
69,J141954+630937,20230064074,214.955,63.123,4.6908370854812835,83.23275068,11.29491425,-0.734926403,0.0683486014604568,65.5,313.06,9.74,0.0704204666666666
70,J083434+521309,20230033614,128.6273,52.2298,2.9040183080741664,61.44401091,10.55060101,-1.043209791,0.0826514139771461,120.41,1068.23,10.4,0.0822546
71,J074105+390952,20230018429,115.2669,39.1661,0.024187988809003174,102.8810946,7.190089703,-1.270944238,0.0092078503221273,77.53,957.6,8.52,0.0092525333333333
72,J074438+402158,20230020445,116.1678,40.3762,2.1266257981007914,53.69011669,9.786397934,-1.042307615,0.0198236275464296,148.73,4218.12,9.82,0.0198057666666666
73,J074658+410628,20230021828,116.7241,41.1371,0.42973492432899835,163.3533806,10.51076889,0.418109149,0.085790067911148,152.15,921.15,10.37,0.0858439333333333
74,J075155+425119,20230024394,117.9587,42.8473,0.7570351765772307,141.863622,10.09015656,-0.010374941,0.0317894704639911,294.89,860.52,9.55,0.0317303
75,J082956+515824,20230033391,127.4723,51.9641,0.5594690046228996,123.9967917,9.148199081,-0.538439095,0.0174227766692638,193.78,5287.71,9.81,0.0173622333333333
76,J074214+401937,20230020424,115.545,40.3592,0.05191683299704701,148.1974712,9.858477592,-0.068227634,0.0686678886413574,230.94,1871.32,10.49,0.0687649
77,J074958+425058,20230024437,117.4806,42.8787,0.17266660980261384,54.12831249,9.245185852,-0.421452105,0.0406188033521175,224.83,1193.85,9.88,0.0407734
78,J083107+524252,20230034163,127.7934,52.7358,0.2322987698619207,60.10793731,10.41956902,-1.488157868,0.0638541653752327,102.1,438.6,9.81,0.0641628333333333
79,J083806+535057,20230056890,129.5037,53.8581,7.532610234692411,192.7490999,9.841797829,-0.326334774,0.0316046066582202,223.09,367.13,9.17,0.0315650333333333
80,J084052+543750,20230042582,130.2069,54.642,0.4989786572516375,120.9581302,10.07299232,0.357023001,0.0821879431605339,274.04,1499.16,10.55,0.0822838666666666
81,J084955+554730,20230037529,132.493,55.792,6.1790157043183,72.1531535,10.2440834,0.433028936,0.0461789965629577,287.32,1420.88,10.05,0.0461648333333333
82,J090858+582958,20230039385,137.2413,58.506,6.471552116944105,60.03473348,9.869000435,0.213743433,0.0404756739735603,197.49,2375.21,10.17,0.0404084666666666
83,J074337+415702,20230055792,115.925,41.9404,4.769758163727143,54.6509053,9.528136253,-0.810344577,0.0248638410121202,47.18,1863.5,9.67,0.0247461333333333
84,J075525+452621,20230027206,118.8524,45.4337,1.9906723580767485,46.68579041,9.68752861,0.244765133,0.0507039986550807,164.34,1366.69,10.1,0.0505477333333333
85,J091445+594334,20230040198,138.6892,59.7267,0.7408804159188467,180.0058588,8.329456329,-1.163323641,0.0138363493606448,99.21,1217.58,9.02,0.0138714666666666
86,J074859+442204,20230026269,117.2513,44.3581,13.557905733929731,143.457885,10.17178726,-0.292072922,0.0319377519190311,333.68,2882.59,10.08,0.0318605666666666
87,J075728+462843,20230028546,119.4265,46.495,0.14461504265022185,117.4402705,10.01224041,-0.524852812,0.05275684222579,443.61,936.05,9.96,0.0522251333333333
88,J082625+530457,20230050598,126.5964,53.0808,4.686687645677056,93.31412817,11.1396122,0.810056806,0.0640196725726127,151.8,1087.52,10.2,0.0638228
89,J085320+573515,20230038699,133.3432,57.6019,0.29809110847662756,43.67941766,9.137956619,-0.213599861,0.0394018776714801,70.69,734.35,9.64,0.0393789333333333
90,J100436+642913,20230064245,151.155,64.4739,1.2330414326465882,62.14240912,10.1285696,-0.049460635,0.040339708328247,278.72,1159.96,9.86,0.0403439
91,J171041+631046,20230064080,257.6738,63.1539,0.696824538757837,82.24204102,9.716024399,0.048271079,0.0270767621695995,147.35,891.77,9.39,0.0270994333333333
92,J080616+461719,20230028368,121.6139,46.3124,0.9182868453440798,68.43361351,9.383200645,-0.32934764,0.0362092740833759,76.35,899.58,9.65,0.0354033333333333
93,J081127+473828,20230029645,122.8611,47.6368,6.21358996846513,57.48917752,9.905618668,0.200320795,0.0394119843840599,127.07,1584.94,9.98,0.0393555333333333
94,J073232+363033,20230014173,113.1349,36.5152,7.923502403512547,76.7833268,10.49337482,0.293262571,0.0842560604214668,68.63,484.11,10.07,0.0841481666666666
95,J074519+405936,20230055205,116.3077,40.9854,25.65015778584952,194.727329,10.79237461,-0.775362194,0.0398780368268489,401.38,1115.11,9.83,0.0398862333333333
96,J073013+382439,20230017327,112.579,38.4256,1.2501166227170801,98.36238369,10.4395256,0.932995856,0.0801970660686492,154.74,807.43,10.26,0.0801358
97,J073907+414523,20230022566,114.7781,41.7528,2.3851819272739903,194.5114345,10.79084587,0.486790478,0.085098847746849,128.22,689.72,10.24,0.0850764333333333
98,J075445+461312,20230028268,118.6891,46.2158,2.600987379984324,123.5672215,9.838635445,-0.387084931,0.0222279224544763,136.52,1168.64,9.38,0.0222372
99,J132828-000640,20230042178,202.1165,-0.1055,99.5206857786379,50.74383191,9.944617271,-0.273843557,0.0173031315207481,242.49,3859.86,9.63,0.0172783666666666
100,J152544+592109,20230039964,231.4372,59.3518,2.644259966920229,160.2960073,10.43730354,0.423665673,0.0452696569263935,44.97,1020.19,9.89,0.0452305666666666
101,J155822+545036,20230036568,239.5858,54.8324,0.7232655006613318,166.1823285,10.03315449,-0.050488316,0.0378440953791141,26.25,298.99,9.2,0.0378406333333333
102,J145558+625300,20230064018,224.0002,62.8417,1.6418589473418568,118.417572,10.15538883,0.355206013,0.042537897825241,92.4,866.12,9.77,0.0427023
103,J150259+620915,20230057370,225.7577,62.1593,1.5626440188852921,30.41041723,9.866559029,0.520100594,0.0411697626113891,181.24,1292.81,9.91,0.0412343666666666
104,J153732+583448,20230063681,234.3757,58.5843,0.5563254181125076,186.9991326,8.178031921,-1.773114681,0.0097216702997684,103.39,463.89,8.33,0.0097322
105,J161953+513247,20230032962,244.97,51.5403,33.95493168243147,53.64661307,10.87751293,-1.044604301,0.0472692735493183,67.6,323.05,9.42,0.0472787999999999
106,J164401+425232,20230024421,250.9964,42.8699,0.30257899495875124,187.8848673,9.036819458,-0.501237631,0.0277694705873727,55.3,1425.5,9.56,0.0277709333333333
107,J162144+491056,20230051431,245.4789,49.1697,2.595555621290719,67.69411586,10.47333431,-0.943354249,0.0588047988712787,212.13,591.9,9.85,0.0577313999999999
108,J095709-010820,20230004276,149.2929,-1.0958,0.14586494043539178,79.56626799,9.235267639,-0.350852191,0.0327310264110565,122.72,1562.76,9.81,0.0328328666666666
109,J073824+330903,20230009946,114.6108,33.1596,9.481982446566823,144.2874469,9.213908195,-0.798683941,0.0160867981612682,134.51,699.21,8.84,0.0160977333333333
110,J080156+394203,20230019459,120.4788,39.7009,2.8449452109413844,59.14278478,10.38843918,0.40062511,0.0687694177031517,219.29,1063.72,10.25,0.0688307666666666
111,J082516+454456,20230027648,126.322,45.7628,2.2599721588480826,185.3726866,9.232524872,-0.691013396,0.0496062189340591,242.66,329.06,9.48,0.0495678
112,J081915+451755,20230027062,124.8315,45.2805,6.608540425630238,147.547885,10.18795204,0.680676818,0.0433174408972263,83.85,384.19,9.44,0.0434451
113,J082021+453203,20230027363,125.1449,45.5459,1.2368624359242315,121.2451639,10.54091263,0.701893032,0.0541324540972709,341.19,829.29,9.95,0.0546170666666666
114,J082113+454118,20230027552,125.3057,45.6929,2.2250492589878017,113.6605505,8.509003639,-1.234558821,0.0130652608349919,108.26,537.12,8.59,0.0130309
115,J090452+505152,20230032389,136.2111,50.8582,1.6207528613551068,187.1587285,8.616703987,-1.605746984,0.0166395623236894,170.75,244.04,8.45,0.0166112
116,J092918+550711,20230036875,142.332,55.1383,2.140023719550321,60.78751177,8.893216133,-0.957822978,0.025638859719038,221.71,2490.08,9.83,0.0256226666666666
117,J085837+515242,20230052811,134.6414,51.8942,40.80541264312833,59.40901722,9.98395443,-0.110166609,0.0126885883510112,326.11,2123.64,9.18,0.0126523
118,J092545+550655,20230036845,141.4729,55.1067,0.2394044782676733,113.9787333,10.14393139,0.438038886,0.065244473516941,261.55,1316.38,10.3,0.0653855
119,J095330+581957,20230039244,148.3717,58.3274,0.4351648004910687,149.4365904,9.919624329,-1.095341563,0.0296589396893978,245.29,657.52,9.37,0.0295986333333333
120,J085141+483421,20230030475,132.9649,48.5862,1.7836137430336554,82.0946387,10.26214504,-0.754519761,0.0525118596851825,254.16,664.68,9.81,0.0522657333333333
121,J085733+493837,20230031403,134.3892,49.6372,7.178178471131308,69.65881203,9.843928337,0.091054268,0.0383902378380298,265.46,1760.91,10.01,0.0382889333333333
122,J084742+483305,20230030454,131.9356,48.5573,0.7747542548376863,92.82016049,10.28831005,-0.122425616,0.0697513446211814,119.45,406.7,9.84,0.0696902666666666
123,J102905+590712,20230039806,157.2766,59.119,3.9296223390325364,70.37599007,9.425302505,-0.14782618,0.0240418594330549,148.21,1847.03,9.64,0.0239798666666666
124,J084220+481849,20230030208,130.573,48.3208,3.280230934907987,66.61526935,10.55984592,0.243949085,0.0567693077027797,314.54,901.35,10.01,0.0567320666666666
125,J085421+504740,20230032311,133.6221,50.7757,0.22473131290804213,97.1401845,9.312349319,-0.328201801,0.0442396476864814,130.34,749.08,9.75,0.0443209
126,J090309+521018,20230033563,135.7862,52.1741,0.8649001053349907,188.9413196,10.43456078,0.394508749,0.067024178802967,42.7,559.07,9.95,0.0669987
127,J093014+552408,20230037135,142.5493,55.4133,0.7466637652182321,22.65519563,9.60060215,-0.193291768,0.0649517402052879,24.74,288.12,9.64,0.0650628333333333
128,J094830+571128,20230038454,147.0856,57.1985,21.173715968143682,108.2653653,10.70613003,-1.014347792,0.0316383652389049,299.88,3731.29,10.18,0.0316587
129,J101459+594903,20230040247,153.7381,59.8209,0.5884952556712348,13.40776318,7.26151228,-1.342289686,0.0071982410736382,68.83,890.86,8.42,0.0072372333333333
130,J080531+393246,20230019171,121.3804,39.5483,1.2171506069812001,129.4609732,10.37721825,-0.095015459,0.0399569496512413,338.02,1854.96,10.06,0.0399770999999999
131,J080749+400559,20230120053,121.9518,40.1101,13.409388733358641,87.99665651,9.387910843,-0.481612831,0.021165819838643,146.87,128.3,8.37,0.0210837
132,J081556+421341,20230023303,123.9885,42.2242,0.5774478331329923,34.75078901,9.097969055,-0.248097822,0.043719470500946,179.62,1628.54,10.07,0.0436004666666666
133,J080120+392414,20230018899,120.3358,39.4159,2.46247441560852,164.4792338,9.966911316,0.342698365,0.070340946316719,244.79,408.96,9.85,0.0703093333333333
134,J082052+451442,20230027064,125.188,45.281,10.962180808987503,177.9774654,10.41173267,-1.583333254,0.0539945699274539,180.29,285.36,9.47,0.0541115666666666
135,J082145+453037,20230027303,125.448,45.5035,0.18628211922138424,41.00155242,9.65383625,-0.346514046,0.0538860820233821,306.98,1222.98,10.11,0.0543601666666666
136,J082826+463748,20230028704,127.1063,46.6167,1.2712916251176951,164.3502838,9.875463486,-0.117307663,0.0509041137993335,235.29,753.42,9.84,0.0508568666666666
137,J082827+471630,20230029275,127.132,47.2714,0.5360274246850022,46.80484238,10.17723083,0.481031865,0.052488375455141,332.31,2507.56,10.4,0.0530514333333333
138,J114336+640000,20230041487,175.9128,64.0057,0.3258170296021609,53.58777572,10.22635078,0.14191401,0.0462683029472827,122.79,1488.63,10.07,0.0462133666666666
139,J134537+624222,20230063987,206.3586,62.7005,2.407017584328649,54.36228052,9.780877113,-0.931651294,0.0414494350552558,138.19,1459.68,9.97,0.0413681
140,J153645+535740,20230056846,234.1884,53.9629,8.760188735371967,121.5477168,10.31964874,0.356426269,0.0412391610443592,278.95,1029.91,9.81,0.0412195333333333
141,J104212+625901,20230064040,160.5598,62.9763,6.552071031539717,47.99744986,10.3884697,0.722168863,0.0422338992357254,249.82,1609.64,10.04,0.0425765666666666
142,J074745+322556,20230008843,116.9356,32.4428,3.397432367389496,52.31227985,10.82736111,-0.987062871,0.0541615076363086,93.31,502.67,9.73,0.0547702
143,J080810+374546,20230016303,122.039,37.7626,7.433427705286073,175.9858356,10.02475739,-0.221198723,0.0218013040721416,272.86,3612.32,9.85,0.0218087666666666
144,J075238+342717,20230011538,118.1608,34.4567,2.403325779600973,162.682249,9.240139961,-0.193841487,0.0373441539704799,72.26,560.37,9.48,0.0369692
145,J073912+312105,20230007269,114.8051,31.3575,8.673878690875629,173.9447943,10.38328075,0.114822969,0.0413265042006969,307.5,686.78,9.65,0.0413030333333333
146,J080044+371222,20230015420,120.1803,37.2049,3.333940171311803,87.54847294,8.60767746,-0.298814893,0.0131604690104722,62.99,3833.64,9.42,0.0131776
147,J074700+341801,20230011401,116.7511,34.3067,4.407213401759622,73.42578186,10.97842884,0.621328652,0.0615686848759651,199.5,989.77,10.12,0.0615516
148,J081200+390045,20230054657,123.0009,39.0148,29.176779011723177,117.2580378,10.92440033,0.243013144,0.0412028022110462,382.28,2426.03,10.19,0.0409821666666666
149,J082852+423118,20230023812,127.2051,42.5175,15.099770342077688,70.80170269,10.96975327,-0.994117618,0.055751509964466,236.4,1137.9,10.1,0.0557896
150,J084130+445958,20230026794,130.4163,44.9763,8.504193650021925,115.7725408,10.29459095,0.026219612,0.0458833947777748,241.22,560.29,9.65,0.0459091333333333
151,J084900+461503,20230028304,132.2542,46.2403,8.345613059900856,66.17121591,9.548793793,0.387652487,0.0236631035804748,109.3,968.42,9.36,0.0235899333333333
152,J090553+484913,20230030700,136.47,48.8264,1.2527300060544142,32.85148479,10.37457657,0.420000166,0.0393281020224094,167.38,816.02,9.69,0.0393721
153,J080305+372541,20230054649,120.7668,37.428,1.1877815909478466,181.7866574,10.43199539,0.054209352,0.0345550291240215,337.5,1024.65,9.7,0.0345438666666666
154,J080830+384314,20230017781,122.1214,38.7253,0.7517440891600418,179.7947857,8.975240707,-0.590700686,0.0322338677942752,146.32,901.09,9.59,0.0322994
155,J080920+390802,20230018384,122.3461,39.1303,29.727335050535135,26.07606075,10.0538044,0.200618833,0.0326254293322563,176.07,745.5,9.51,0.0325194333333333
156,J082152+415144,20230022726,125.4579,41.8787,1.1652308386090282,30.09381924,10.39901161,0.295339167,0.0380669422447681,236.82,1668.56,9.97,0.0379677333333333
157,J082342+420804,20230023150,125.9223,42.1392,0.9974472102636118,172.7447852,10.59082317,-0.037869606,0.0374226085841655,352.7,2814.73,10.19,0.0374217666666666
158,J083849+450652,20230026904,129.7738,45.1261,0.041650967118409085,112.2381738,9.36330986,-0.251432657,0.0377531535923481,238.9,4340.1,10.39,0.0378603666666666
159,J080642+390524,20230018325,121.679,39.0902,47.07884699244767,51.74583631,11.04882813,0.251047909,0.0415279977023601,379.76,7599.14,10.7,0.0414595666666666
160,J080742+394901,20230019663,121.9228,39.8095,1.1858191784982153,18.59688931,10.85966682,0.986842155,0.0684162005782127,246.25,1111.92,10.26,0.0683934
161,J080819+395442,20230019825,122.0606,39.9309,1.8833662041247623,56.21352143,10.17208672,-1.144871712,0.040590863674879,240.31,859.58,9.74,0.0409193
162,J090033+493705,20230031401,135.1224,49.6346,0.33459389610801815,64.69960073,9.618252754,0.012562444,0.0376861244440078,270.41,1794.39,10.01,0.0378514
163,J092120+522543,20230033837,140.3118,52.4429,11.0167186915345,138.7944759,11.100811,-0.327195764,0.0471565462648868,532.97,1423.51,10.07,0.0471874
164,J104854-004233,20230004640,162.2341,-0.7014,0.8686516221373841,40.6638239,9.581469536,-0.216276854,0.0260370913892984,226.49,2338.35,9.83,0.0260094333333333
165,J152246+592109,20230039980,230.7303,59.378,0.9985013123295049,161.758486,10.60972118,1.161937118,0.0761446803808212,269.13,1227.97,10.4,0.0761291
166,J161358+514922,20230033270,243.5001,51.8378,0.49832166162667435,57.00306436,9.67978096,0.024457522,0.0417928472161293,120.22,525.19,9.53,0.0414968
167,J161404+522423,20230033797,243.5111,52.4051,2.4627556267951745,145.0775848,10.74255753,0.446385801,0.0332741998136043,199.39,407.55,9.22,0.0334561
168,J154148+581419,20230039172,235.4623,58.2332,3.165445772584864,108.1050436,10.26408005,0.622524738,0.0710655152797699,311.76,1657.65,10.48,0.0710805333333333
169,J165134+400118,20230062009,252.8878,40.0144,23.50919482124753,130.298207,10.3732481,0.107988104,0.0296490378677845,61.42,758.03,9.34,0.0298156999999999
170,J170243+393705,20230019275,255.6708,39.616,3.15436435884046,69.27109181,10.22188282,0.350438505,0.0757549777626991,120.14,699.4,10.15,0.0756405666666666
171,J112506+580358,20230039062,171.2245,58.0856,0.744211663281811,118.0136853,8.935012817,-0.092618927,0.0468886047601699,185.83,1434.06,10.08,0.0470368
172,J120858+584731,20230039558,182.2466,58.781,0.05578049616794633,39.91362837,7.481023312,-1.62652576,0.0064441538415849,78.9,1769.23,8.63,0.0064483666666666
