,GalaxyID,FASHIID,ra_h1,dec_h1,mass_ratio,d_p,logM,SFR,z_a,W50,S_bf,logMh1,z_h1
324,J115201+574135,20230038763,178.0085,57.6928,0.2564717280551346,178.4968143,8.927351952,0.11586953,0.0307791996747255,165.24,2122.95,9.9,0.0308162
325,J115343+573951,20230057217,178.4236,57.6791,5.649839283965151,21.1635358,10.69383335,-0.168716565,0.0341432280838489,122.52,297.89,9.15,0.0348301
326,J110708+565310,20230042596,166.7859,56.8705,0.18279199340928304,39.9258626,9.079434395,-0.25318414,0.0469965040683746,49.96,590.96,9.7,0.0475439333333333
327,J111806+571131,20230063647,169.5034,57.1867,0.30551333780517864,108.1116601,9.19043541,0.079943523,0.0440652668476104,154.05,556.83,9.61,0.0438615666666666
328,J121001+581632,20230039214,182.5782,58.2775,9.648395756731082,67.49706243,10.15577221,-0.224298969,0.0336196310818195,40.36,3036.87,10.12,0.0330851333333333
329,J085605+374747,20230016309,134.0621,37.7683,7.881403946118177,107.6837947,10.82354832,-0.038992316,0.0426903963088989,168.3,373.21,9.41,0.0421900666666666
330,J100739+460926,20230055853,151.9119,46.1555,0.5310889677945733,81.46743497,10.12841225,0.105462112,0.0246983431279659,265.38,1549.2,9.6,0.0246874
331,J124420+511534,20230032723,191.0801,51.2659,2.719459366016483,101.1324412,9.585644722,-0.33783409,0.0434705056250095,153.53,1627.26,10.07,0.0433645333333333
332,J125319+510654,20230032584,193.3708,51.0902,6.468383907866637,50.97045742,10.17552853,-0.87632978,0.0537067167460918,115.12,1017.69,10.02,0.0536535666666666
333,J100712+463333,20230028608,151.8269,46.5447,0.036353554099298385,26.87917588,8.726597786,-1.104698658,0.0244939234107732,295.72,2209.93,9.73,0.0239671
334,J103451+484207,20230062818,158.6981,48.7347,3.6854470251150757,142.4127522,9.868947029,-0.293087989,0.0630208700895309,121.08,1286.34,10.25,0.0627102666666666
335,J112718+505713,20230032489,171.8209,50.9579,0.9248272931531387,139.6544888,9.152495384,-0.824932039,0.0337080657482147,128.19,577.99,9.42,0.0337279666666666
336,J121737+514909,20230033259,184.4029,51.8218,18.998066651968003,171.214641,10.54255199,0.28833881,0.0422487519681453,194.6,1923.73,10.12,0.0422512666666666
337,J124818+513209,20230032953,192.0806,51.5344,0.44406996567586854,199.9829909,7.83470726,-1.597930908,0.0110746463760733,123.36,1491.64,8.99,0.0110437
338,J085723+391602,20230018591,134.3394,39.2639,2.0684917876786586,187.8487299,9.473376274,-0.255305022,0.0284513942897319,109.7,1160.77,9.61,0.0284594333333333
339,J092050+421719,20230023441,140.2002,42.2911,0.9285736444550302,33.26235207,9.824908257,0.000956636,0.0407695099711418,168.49,723.6,9.67,0.0408911333333333
340,J094754+452806,20230027242,146.9787,45.473,2.1364130001367454,176.5628489,8.864359856,-0.933386505,0.0153311910107731,187.72,1215.56,9.08,0.015344
341,J102443+482439,20230030335,156.1896,48.436,1.5176392710277637,38.110414,9.425232887,-0.300900608,0.0251339897513389,167.38,2093.73,9.75,0.0252176
342,J103316+490156,20230030847,158.321,49.0273,0.5236186721260092,41.06734255,9.949549675,-0.14759624,0.0452116802334785,234.57,1166.51,9.96,0.0451439
343,J113034+512647,20230032877,172.632,51.454,0.053102949158448376,197.5286487,8.742722511,-1.583955169,0.025374112650752,309.68,3011.41,9.91,0.0256586666666666
344,J080443+295603,20230060471,121.1721,29.9611,1.0890082603986821,87.4190611,9.286403656,-0.320402801,0.0349825918674469,203.56,1157.36,9.76,0.0348415
345,J081949+330536,20230050143,124.9535,33.0889,2.0352625902809813,117.0831287,10.78604698,0.407857269,0.0623348653316497,56.57,882.96,10.08,0.0622846333333333
346,J084411+373620,20230016087,131.0459,37.6056,0.9020898306456218,166.4297638,9.425869942,-1.739416122,0.026274025440216,184.94,1611.05,9.67,0.0262601666666666
347,J105444+504439,20230032309,163.6382,50.7755,7.985599254899942,59.78806088,10.33224106,-0.424770594,0.0248349122703075,230.3,2804.78,9.86,0.0249145
348,J084758+385012,20230017900,131.9925,38.8138,0.3439287695822191,107.6157266,8.604338646,-0.829043925,0.0274589285254478,164.0,1014.52,9.52,0.0275850666666666
349,J085129+391355,20230018548,132.8625,39.2352,1.0371520664849343,150.6318288,9.19705677,-0.402574599,0.0291044786572456,141.73,825.26,9.48,0.0291740666666666
350,J091723+430012,20230024612,139.3519,42.9983,0.9951478521624264,117.7445113,10.59795189,0.538079619,0.0627086237072944,77.01,1703.23,10.37,0.0625566666666666
351,J081240+325318,20230050144,123.2099,32.896,0.34930306787830967,104.815719,10.07363129,-1.754819274,0.0640654116868972,159.38,907.5,10.12,0.0643040333333333
352,J082643+353447,20230050318,126.7182,35.5686,7.147977849122843,127.470689,10.76937008,-0.915909111,0.0628455355763435,135.82,375.67,9.72,0.0627618333333333
353,J094703+464843,20230028870,146.7628,46.8126,0.06656574101972472,167.0666503,8.422159195,-1.470873833,0.0156791508197784,20.11,1924.43,9.3,0.0155968666666666
354,J100628+514508,20230033166,151.6576,51.7457,0.1344255617428827,118.7058601,10.16191196,-0.381415963,0.0760069414973259,357.85,1334.56,10.42,0.0752654
355,J100731+525337,20230034371,151.8857,52.8953,15.080782761991607,44.69431887,10.22949219,-0.118112221,0.0432245358824729,280.63,1525.3,10.04,0.0432331666666666
356,J100409+530327,20230034552,151.038,53.0465,1.6592016731857988,64.21989308,9.567638397,-0.034296285,0.0400578863918781,186.76,1715.16,10.03,0.0401667666666666
357,J084241+424847,20230024340,130.6656,42.815,7.442394482840692,104.0487329,10.68213463,0.594786048,0.0326466187834739,372.8,1232.35,9.74,0.0327029999999999
358,J103743+550140,20230036776,159.4152,55.0225,117.85685912409203,173.2976872,11.24863815,-0.908333361,0.0458168238401412,484.3,865.09,9.84,0.0458927333333333
359,J094759+515239,20230033311,146.9944,51.878,0.8782994483970438,70.80668372,10.09492111,0.343172222,0.0473939329385757,84.1,1380.72,10.07,0.0473343666666666
360,J095236+521318,20230033605,148.153,52.2215,0.8678184518343995,195.622343,10.61691284,0.42086184,0.0391754135489463,334.27,1357.91,9.91,0.0391229666666666
361,J083900+432320,20230025123,129.7186,43.4309,0.09693480946686481,118.0767963,9.787788391,-0.314943582,0.0546548292040824,48.81,225.33,9.37,0.0539338
362,J085000+451826,20230027100,132.4952,45.3184,1.432892996512213,13.64479391,9.716170311,0.153846264,0.0704691335558891,152.18,769.42,10.13,0.0703582
363,J100009+532918,20230035077,150.0393,53.4925,1.2006996775411078,78.24338657,9.307318687,-0.382692337,0.0391319207847118,35.33,1076.67,9.81,0.0390002333333333
364,J081057+303503,20230006495,122.7537,30.5842,0.8526875991981858,140.262529,9.998610497,0.228495702,0.0878002047538757,141.08,387.92,10.01,0.0876325333333333
365,J095015+451723,20230055961,147.5895,45.3281,0.8448076016000676,90.39293587,9.185667992,-0.473662794,0.0391243696212768,224.3,1483.81,9.95,0.0389822333333333
366,J083444+354140,20230050315,128.6799,35.7112,5.107216212803328,64.16239934,10.51460457,-0.340223342,0.0782400295138359,148.98,486.25,10.01,0.0780772
367,J090252+401930,20230020391,135.7169,40.3335,27.52726552243917,44.39314776,10.84203625,-0.383571476,0.041540652513504,122.6,1149.71,9.88,0.0415669666666666
368,J091053+411731,20230022046,137.7771,41.2946,6.025208415387805,121.9763203,10.03109741,-0.305613309,0.0286729540675878,205.34,1347.24,9.68,0.0286394
369,J091504+415949,20230022949,138.7677,42.0111,2.2588657474618725,42.69724968,10.62524033,-1.108124852,0.0279197301715612,99.2,2406.61,9.91,0.0279548999999999
370,J084933+394448,20230019595,132.3869,39.7599,6.432646176898451,181.3835216,9.583111763,-0.17967473,0.0239841230213642,255.03,1445.93,9.54,0.0239875
371,J120317+512405,20230032838,180.8246,51.4066,0.08456335363461161,151.2513416,8.871433258,0.170689836,0.0297995768487453,121.01,952.73,9.53,0.0297248666666666
372,J101252+471612,20230029292,153.2139,47.2867,1.8896173287999003,48.98703394,9.77375412,-0.471285611,0.038997396826744,326.19,1202.96,9.86,0.0390344333333333
373,J102242+483428,20230051539,155.6519,48.6182,0.03437015177970669,157.7017921,10.03338528,-0.306094259,0.0503709875047206,98.77,548.5,9.7,0.0507906
374,J120749+522051,20230033708,182.0249,52.3416,0.6964375194636465,130.4758668,10.74679852,-1.305147052,0.0621722899377346,342.8,2569.52,10.55,0.0622214333333333
375,J123628+522334,20230033771,189.1307,52.3906,0.42000899360886035,58.20630378,10.69944096,-0.942856967,0.0462611243128776,105.17,874.51,9.85,0.0463407
376,J103435+494438,20230031509,158.6569,49.7706,7.815413522811849,47.39341855,10.57647514,-1.0188272,0.045294027775526,108.72,815.67,9.8,0.0451129666666666
377,J102559+494252,20230031475,156.5323,49.7267,2.1379898840354907,90.91394347,9.553629875,0.007328633,0.0430154502391815,247.95,816.24,9.77,0.0431040333333333
378,J114217+525752,20230034451,175.5671,52.9618,5.197786083397759,48.16906459,10.25417709,0.229182631,0.0500511117279529,69.38,1135.47,10.01,0.0500424666666666
379,J115055+530156,20230034579,177.7149,53.0634,1.1576509966473898,114.2966805,10.7817831,0.49753651,0.0668207183480262,114.83,1137.97,10.25,0.0665184333333333
380,J123005+531210,20230034764,187.5419,53.2017,0.38336330017119585,96.84026521,8.989160538,-0.432422727,0.0406534522771835,177.93,1310.22,9.92,0.0406004666666666
381,J115056+532221,20230034916,177.737,53.3883,2.199738150850483,26.45575056,9.706039429,-0.268855125,0.0323780514299869,188.09,2287.55,9.99,0.0325641666666666
382,J115117+532547,20230035003,177.8456,53.4465,0.019493093099649354,47.46911863,9.556319237,-0.36153841,0.0524518303573131,305.37,6576.72,10.8,0.0519093
383,J090738+374020,20230016197,136.9095,37.6776,1.1426514655784161,110.0867125,9.13421917,-0.37520662,0.0232335533946752,197.75,1395.32,9.49,0.0232111
384,J094634+421130,20230023226,146.6432,42.1857,7.333988641290444,118.0794486,8.892401695,-1.065160275,0.0076901330612599,205.44,2647.36,8.93,0.0077225666666666
385,J091041+383716,20230050971,137.6634,38.6361,1.2046056061074977,46.62951371,10.5091095,-0.463064373,0.0474579781293869,263.59,1308.53,10.04,0.0469253333333333
386,J100504+442855,20230026366,151.2872,44.514,35.63635150341803,86.40912874,9.98081398,-0.556465268,0.0264859981834888,360.82,5333.95,10.2,0.0263871333333333
387,J092201+403427,20230020878,140.5427,40.5959,14.73833585712315,68.26403726,11.03217125,-0.529338658,0.0410724431276321,197.63,628.6,9.63,0.0416309666666666
388,J092328+404532,20230021219,140.826,40.7841,25.34562535031692,139.719964,11.12308884,-0.495678991,0.0625678077340126,227.18,1212.42,10.23,0.0627114
389,J092616+405255,20230021471,141.568,40.8857,0.18018601976447546,169.2818971,8.207961082,-1.12730968,0.0140291629359126,146.04,3804.64,9.51,0.0140022666666666
390,J100152+442838,20230026338,150.476,44.4738,0.5737960985597181,160.7976727,9.1959095,0.061224617,0.0331378020346164,112.53,1743.8,9.9,0.0330674333333333
391,J095525+442452,20230026317,148.8451,44.4412,0.09443167279597321,37.05044594,8.822965622,-1.285622954,0.0262389983981847,228.84,1388.89,9.61,0.0263106333333333
392,J084813+341040,20230011243,132.0355,34.1383,5.865574429305733,62.25649303,11.29021931,-0.741128981,0.0723488852381706,45.76,222.28,9.6,0.0712595333333333
393,J082850+315701,20230008076,127.2064,31.9178,1.6466972984347215,149.9205297,10.00781155,0.446363896,0.0621260926127433,109.5,527.58,9.85,0.0620315333333333
394,J082816+305919,20230006883,127.0872,30.9871,0.07411961042714629,43.07450165,8.797597885,-0.007554902,0.0486731976270675,242.64,844.86,9.87,0.0483738666666666
395,J092045+390059,20230018204,140.1909,39.0311,0.4809472380034326,66.14138533,9.364022255,-0.858101785,0.0282376669347286,86.32,331.17,9.06,0.0282427333333333
396,J111715+475345,20230029840,169.307,47.9033,0.20577501356980152,41.39070924,8.173794746,-1.229305625,0.0158375445753335,106.86,1099.43,9.09,0.0157733666666666
397,J130438+483211,20230030433,196.1552,48.5366,1.472235660478727,30.52316871,9.445035934,-0.00879513,0.0355885066092014,101.35,1131.67,9.75,0.0354684
398,J145247+420631,20230023087,223.2266,42.1047,13.812373958585322,80.33927349,10.48564625,0.065507345,0.0576202645897865,99.19,533.72,9.81,0.0580149333333333
399,J151237+400052,20230019923,228.1561,40.013,2.4966844938362955,185.8249578,10.04630375,-0.461320609,0.052710372954607,310.76,467.88,9.67,0.0526272333333333
400,J094050+414553,20230062183,145.209,41.7911,3.7851744593003738,89.13791825,10.01114464,0.061328251,0.0475682578980922,170.08,835.02,9.85,0.0474184666666666
401,J104137+464729,20230051242,160.4092,46.7946,0.2208644123010037,100.7602651,9.852581024,0.306194842,0.0488271415233612,247.32,1015.64,9.96,0.0488346
402,J111539+481758,20230030159,168.954,48.2777,1.4830406938428111,70.85174201,9.093590736,-0.421774179,0.0254551600664854,162.26,1225.78,9.52,0.0254375999999999
403,J115521+491801,20230031093,178.9151,49.2927,0.09338698770388514,105.5048704,9.095187187,-0.617084622,0.0325796790421009,250.07,5264.57,10.36,0.0328483333333333
404,J121656+492237,20230031130,184.2451,49.3412,0.8152684933144284,76.13652143,9.020960808,-0.433066577,0.0449473746120929,191.96,557.76,9.63,0.0446631
405,J122108+492835,20230031244,185.2864,49.4643,0.10050810435435877,32.98324323,9.369617462,-0.817423999,0.0452829003334045,170.42,723.24,9.75,0.0452006999999999
406,J123442+491928,20230031124,188.6849,49.3294,25.817254681688144,120.5024295,10.5817194,0.059328496,0.0293352901935577,412.39,5724.81,10.29,0.0292415
407,J125617+490756,20230030956,194.0744,49.1183,0.4476464791406052,195.7702668,9.306411743,-0.256402403,0.0307433940470218,155.89,913.99,9.53,0.0306968
408,J130624+485744,20230062837,196.5942,48.9656,14.766000847060162,104.5227538,10.14253712,-0.551999748,0.0342856608331203,170.48,5336.66,10.4,0.0342208
409,J140408+461835,20230028357,211.0304,46.2987,1.1804541844720262,86.7180638,10.03202724,0.085087709,0.0620669052004814,170.42,287.05,9.6,0.0619217333333333
410,J140538+462328,20230028469,211.4234,46.4306,1.1003324728923498,120.9786017,10.98219585,-0.945209444,0.0668447613716125,99.04,948.06,10.18,0.067329
411,J145043+424602,20230024226,222.6668,42.7435,2.1707978211388066,26.92350299,9.490254402,-0.303434074,0.0184838101267814,269.82,10517.6,10.16,0.0181869
412,J082715+315241,20230058462,126.8075,31.8848,0.02961331654859204,73.11510362,9.658074379,-0.102300152,0.0506587028503418,167.88,535.77,9.69,0.0505863666666666
413,J085833+370511,20230015180,134.6337,37.0877,3.37720030637666,10.35139329,10.85196781,-1.037217975,0.042875625193119,82.92,1641.24,10.06,0.0427200666666666
414,J093136+411903,20230022076,142.9273,41.3175,33.60238094191616,107.0819386,10.39333916,0.382118076,0.0351715050637722,307.44,2054.97,10.02,0.0350771666666666
415,J103145+464018,20230028752,157.9323,46.6737,12.5575135080475,30.22312046,10.2212553,0.219545633,0.0247622560709714,228.16,2972.84,9.89,0.0248043666666666
416,J104717+472521,20230062604,161.8183,47.4215,55.60664910748341,145.5221241,10.94743538,-0.957339287,0.0400736033916473,241.19,3678.09,10.37,0.040117
417,J114514+493609,20230031352,176.3239,49.58,0.08655631823939351,39.92978109,8.511828423,-0.83364594,0.0233846921473741,218.27,1472.52,9.52,0.0234634666666666
418,J125153+493217,20230031318,192.9666,49.5384,0.15879232441663868,190.4376196,8.634980202,-0.100601412,0.0401353910565376,111.56,503.66,9.5,0.0401285333333333
419,J142923+450419,20230026870,217.343,45.0742,20.52384494703333,36.8046302,10.79795361,-0.366666645,0.0277833696454763,393.07,4583.85,10.11,0.0277145666666666
420,J152013+400301,20230019965,230.0626,40.0423,0.6277561903269764,110.2081832,7.180734634,-1.562776327,0.0089860493317246,50.17,521.01,8.31,0.0089342
421,J084824+360203,20230013271,132.0951,36.0342,0.4325894951720859,172.2759981,9.771002769,1.053211212,0.086713783442974,49.24,320.42,9.92,0.0868345666666666
422,J092325+404851,20230121319,140.855,40.8042,0.019788133880201016,74.05254728,9.09701252,-0.406962067,0.0281491335481405,176.54,771.78,9.42,0.0281350333333333
423,J092736+412113,20230022113,141.8956,41.3516,0.24405858387864696,181.153063,8.720270157,-0.61535871,0.0334283858537673,80.35,648.56,9.48,0.0334561
424,J103002+465345,20230028939,157.5741,46.8916,3.316153681626459,121.558898,10.01141834,0.015384674,0.0585251376032829,50.92,173.66,9.33,0.0585633666666666
425,J115607+500530,20230031756,179.0277,50.0929,0.028401950291750997,135.9939724,9.162830353,-0.102357231,0.0497738644480705,148.7,823.79,9.87,0.0497738666666666
426,J120655+501737,20230031949,181.713,50.2927,2.8358699455496112,28.0145504,10.83508682,1.065000057,0.062062069773674,99.0,578.75,9.91,0.0631588333333333
427,J121919+502354,20230032006,184.8314,50.3943,0.3434510354160704,96.85079245,8.957429886,-0.599348426,0.0298350621014833,167.99,879.05,9.5,0.0297598666666666
428,J122528+501944,20230031976,186.4029,50.3363,0.1422912566910411,9.848142565,8.257614136,-1.281297684,0.0083562172949314,152.15,2323.95,8.93,0.0082589666666666
429,J131222+493516,20230051374,198.0676,49.6111,1.4757864549856543,87.18123165,10.31658459,0.566157281,0.0547259896993637,314.74,1106.77,10.07,0.0545436666666666
430,J140906+470034,20230052666,212.272,47.0122,0.1748302799534829,147.8672794,8.44097805,-1.00454545,0.0128464847803115,125.63,2533.08,9.31,0.0128098666666666
431,J151714+405643,20230021557,229.3068,40.9459,15.249284571558352,150.9220291,10.17324924,0.275862157,0.0314944609999656,233.47,1121.64,9.59,0.0315564666666666
432,J101659+463036,20230028551,154.2418,46.4987,0.8411812138536128,28.53319486,8.805727005,-0.464062363,0.0303991064429283,127.07,1010.41,9.6,0.0304372
433,J101958+463645,20230028683,154.9998,46.5973,16.56354927385311,24.46045625,9.884439468,-0.10723599,0.0300627369433641,65.62,1248.88,9.67,0.0299549666666666
434,J102925+471400,20230029216,157.3471,47.2038,1.041147642322842,110.8698967,10.32796383,0.262866497,0.0518134050071239,278.37,565.43,9.74,0.0518734999999999
435,J115232+502726,20230032054,178.1245,50.4483,0.7808243170277852,160.1008589,10.51723957,0.241467118,0.0326355285942554,138.13,2259.12,9.99,0.0326468333333333
436,J130828+500012,20230051379,197.1279,50.0025,1.0643403698098257,124.9178232,9.912415504,0.176604748,0.0478613525629043,257.15,583.5,9.7,0.0478132333333333
437,J141724+464708,20230028842,214.3599,46.7895,0.532646988581661,27.38914764,9.69678688,0.442145258,0.0697268843650817,211.07,677.93,10.07,0.0696342
438,J120402+510056,20230032537,181.0224,51.0205,0.2571365898588254,193.1651894,10.0938921,0.243703738,0.0811209976673126,217.67,1231.22,10.45,0.0813432333333333
439,J121407+511349,20230032699,183.54,51.232,3.1030029466801796,114.8874224,9.452814102,-0.546761632,0.0271740332245826,189.62,530.43,9.19,0.0270703999999999
440,J135634+483120,20230062764,209.1506,48.5196,7.153300804346827,162.0389791,10.33868217,0.21555911,0.0549785234034061,180.66,378.11,9.61,0.0549219333333333
441,J110649+574107,20230038753,166.694,57.6794,49.363843751876956,133.8908934,10.39701176,0.651068985,0.0321744233369827,155.91,3150.67,10.12,0.0322085333333333
442,J102006+560614,20230037780,155.0268,56.1036,0.08396531507767803,46.0822642,8.912606239,-0.164952159,0.0323916561901569,217.14,1351.77,9.76,0.0323214666666666
443,J101430+571749,20230038495,153.6143,57.2852,0.8805028357588756,35.83480568,7.570131302,-1.14098084,0.0097355330362916,138.01,2089.51,9.0,0.0097562999999999
444,J115218+585657,20230039701,178.0572,58.9585,0.6330643651376485,67.40171645,9.734347343,0.641221464,0.046216744929552,82.21,978.23,9.9,0.0461655666666666
445,J120334+585807,20230039734,180.8658,59.0037,0.4122403052181924,47.00452229,9.072715759,-0.341756642,0.0470981113612651,117.97,1029.05,9.93,0.047096
446,J120544+590047,20230039746,181.399,59.0192,1.3897577065899196,40.88655287,7.747411251,-1.642946959,0.010624885559082,119.3,903.35,8.74,0.0106740333333333
447,J131739+590252,20230039764,199.4171,59.0558,0.37184022485848806,41.1772954,8.760369301,-0.52958101,0.0277563631534576,196.63,3703.77,10.05,0.0278728
448,J121521+602340,20230040606,183.8861,60.3602,0.05624734712402552,87.49328747,9.726901054,-0.228703618,0.0695727914571762,177.99,1239.96,10.33,0.0700512333333333
449,J125103+603554,20230040688,192.7804,60.5817,2.1304632346878694,197.2153633,9.941091537,0.227952883,0.0689856484532356,155.53,963.12,10.21,0.0689530333333333
450,J130307+601458,20230040520,195.769,60.2392,0.5307974893469952,161.0962353,10.46115017,0.409296602,0.0603659376502037,130.91,532.36,9.84,0.0603572
451,J130531+601010,20230040462,196.3955,60.1696,1.5168196632672584,35.80436426,10.34008884,-0.359574407,0.0612021386623382,228.41,1061.34,10.14,0.0602050666666666
452,J121856+600844,20230040457,184.7436,60.1637,0.10534929823964966,50.51230302,9.913586617,-0.008023603,0.0441355295479297,366.43,416.65,9.48,0.0437627666666666
453,J121735+600944,20230040451,184.4019,60.1591,0.08825625033117622,86.31114065,9.400065422,-0.164875016,0.0430386550724506,222.26,209.47,9.17,0.0430518
454,J102401+445030,20230026659,155.9992,44.8271,4.46828390044145,27.693657,10.01045036,0.18269603,0.0294336974620819,164.19,3544.22,10.12,0.0295078666666666
455,J111157+482649,20230030343,167.9867,48.4459,0.3730768695625797,103.9191083,8.698055267,-0.687589407,0.0262322537600994,164.49,841.62,9.38,0.0261589333333333
456,J114203+492125,20230031131,175.5746,49.3438,0.5168989012412272,45.04697124,8.201604843,-0.867792189,0.0243673343211412,175.23,3433.37,9.93,0.0246506
457,J113826+494412,20230031481,174.6145,49.737,0.07636653681370624,198.2742658,9.531295776,0.091232181,0.0571698546409606,226.72,505.59,9.77,0.0571234666666666
458,J114606+494804,20230031539,176.5196,49.7953,4.554458812939504,43.91557663,10.17150021,-0.937566042,0.032595757395029,274.86,1019.28,9.65,0.0326762
459,J120602+502457,20230032025,181.5206,50.4106,2.244329494985452,184.9834521,8.828561783,-0.79731679,0.023470114916563,175.35,623.74,9.15,0.0234568666666666
460,J120639+502408,20230032015,181.679,50.4028,0.4845823369112014,149.5881812,10.12361908,0.604927778,0.0627010688185691,287.06,618.05,9.94,0.0627419
461,J105034+484136,20230062805,162.6313,48.6815,30.983593347446117,141.7307895,10.18338585,-0.735135078,0.0279590561985969,106.61,3473.52,10.05,0.0279594
462,J101842+493713,20230031387,154.6798,49.6204,0.0735739400310681,21.42611389,8.701203346,0.082671963,0.0541038960218429,237.37,2599.98,10.43,0.0538149666666666
463,J115651+533928,20230035281,179.2197,53.6566,0.4951029032357796,66.54268895,9.524702072,0.255072474,0.0517666973173618,110.63,1351.55,10.12,0.0517879333333333
464,J122750+534329,20230035367,186.9521,53.7308,15.467961983079466,154.5915091,10.83477783,0.471875161,0.0358652248978614,202.46,1262.86,9.8,0.0357147
465,J125525+532633,20230034973,193.8282,53.4288,9.38023556686361,84.54747299,9.291088104,-2.123616219,0.0234244801104068,120.2,389.9,8.93,0.0233287666666666
466,J131123+531157,20230034761,197.8491,53.1995,11.553273087844737,32.59331894,10.13275814,0.386836976,0.0299501381814479,182.15,1793.53,9.79,0.0299602
467,J131735+525901,20230063240,199.4187,52.9402,1.525310261572313,71.89111715,8.861379623,-1.016117215,0.0327659398317337,155.23,726.85,9.45,0.0317627666666666
468,J134538+515137,20230033305,206.4098,51.8723,0.6606436576404024,167.2115817,9.748588562,0.009214536,0.0515834502875804,119.13,268.95,9.41,0.0515405666666666
469,J130113+534741,20230035482,195.2961,53.8014,0.19421824257581502,99.20748418,10.17365265,0.595059216,0.0294874161481857,291.21,4373.46,10.18,0.0297256999999999
470,J130837+540427,20230063318,197.1533,54.0746,0.7263628148991655,64.42238457,8.912946701,-0.707731783,0.008212068118155,202.52,12819.2,9.65,0.0082272666666666
471,J101026+502645,20230032052,152.6143,50.4477,0.8614087422317508,68.12602246,9.985860825,-0.159742162,0.0581759102642536,330.8,632.55,9.88,0.0580929333333333
472,J114213+544746,20230036517,175.5726,54.7921,0.069797463616674,37.92415153,9.220831871,-0.037751947,0.0460300296545028,171.21,1724.58,10.15,0.0461549666666666
473,J114735+545428,20230036652,176.9123,54.8932,0.13818805621914576,54.05744249,9.477164268,-0.138844132,0.0373097360134124,228.05,2343.62,10.11,0.0374404333333333
474,J121155+552937,20230037203,183.005,55.4769,3.3365328263701266,84.68753972,9.938351631,0.511729896,0.0510931834578514,169.44,1377.41,10.11,0.0509993666666666
475,J121910+552654,20230037184,184.8015,55.4527,6.528445726417826,72.43461617,10.10813713,0.088901065,0.0450795330107212,202.19,2356.79,10.26,0.0450812666666666
476,J110712+543207,20230036228,166.8518,54.5183,0.09294324793845865,83.3721572,9.757902145,-0.056282461,0.0540861114859581,224.28,1417.18,10.17,0.0541612
477,J131045+532024,20230034875,197.7027,53.3296,0.457834407525686,123.6019069,9.438027382,-0.20124051,0.0290842577815055,118.68,803.63,9.42,0.0292438666666666
478,J130802+535609,20230063302,197.0051,53.9336,147.24684327001597,19.46025659,10.82518291,0.451909989,0.0328805483877658,149.45,2745.67,10.06,0.0328235666666666
479,J131901+533837,20230056412,199.7587,53.6332,1.5244162197253934,7.958278553,8.927348137,-0.534987986,0.032507874071598,171.2,1813.03,9.87,0.0325284999999999
480,J133406+535444,20230063298,203.5338,53.9104,0.12172200852407189,184.8675926,10.14420414,0.166854098,0.0651498511433601,86.1,495.59,9.87,0.0649134666666666
481,J143701+483241,20230062770,219.2502,48.5413,58.20934521195794,187.591391,9.198596001,-0.977227628,0.0073639480397105,180.16,2279.85,8.8,0.0073628333333333
482,J153436+430221,20230062285,233.6474,43.0336,4.65154061115856,93.7441275,9.16149044,-0.71563369,0.0200772061944007,199.7,2868.52,9.65,0.0200541
483,J154359+413500,20230062109,235.9921,41.5881,14.35516451429044,70.66926702,10.05974293,-1.172997832,0.0223242305219173,127.21,3230.11,9.78,0.0224757333333333
484,J144519+490734,20230030961,221.3238,49.1222,2.1736025604585985,30.42617551,10.25556755,-0.167586207,0.0370551273226738,203.54,2121.48,10.04,0.0370254999999999
485,J151415+460719,20230028113,228.5824,46.1145,0.27679346859455395,33.5415805,8.770420074,-0.425333291,0.0369001924991607,124.81,1477.45,9.88,0.0369061333333333
486,J151818+454337,20230027627,229.5862,45.7475,0.30145618934076507,35.50151294,9.105676651,-0.131833643,0.0372834652662277,144.34,880.12,9.67,0.0374838333333333
487,J143614+502820,20230062967,219.0598,50.4872,1.0502869032457265,159.0161357,10.96623707,0.622544646,0.0686890631914138,89.45,556.81,9.97,0.0689583666666666
488,J152056+454305,20230055858,230.2407,45.7198,0.47917833262741694,5.095887259,9.708695412,0.429364115,0.0271230340003967,145.74,1078.49,9.45,0.0272599333333333
489,J144954+472614,20230029439,222.4786,47.4386,0.07129182723855303,127.2747157,8.882409096,-0.653554559,0.0257494077086448,178.81,995.69,9.38,0.0257395333333333
490,J161056+355910,20230013184,242.7288,35.9797,9.030530775229805,143.9175088,10.64706326,0.262800038,0.0310847237706184,300.56,2446.51,9.87,0.0311482666666666
491,J134251+524230,20230034095,205.739,52.6923,1.539077991848819,8.553970947,7.548450947,-0.906447053,0.005938614718616,53.79,3151.0,8.81,0.0059927
492,J150826+473020,20230029497,227.1185,47.4994,3.7104170076597947,60.41644776,8.630367279,-0.966012955,0.0190374068915843,109.29,1464.27,9.33,0.019049
493,J135507+565339,20230063600,208.7973,56.8974,0.6206703225182034,32.77474429,10.23674011,-1.158563375,0.0541235469281673,35.3,673.1,9.85,0.0541315666666666
494,J140937+560448,20230063478,212.4431,56.0902,1.2188115103237473,62.91296803,8.999119759,-0.788292468,0.0296276304870843,212.72,1308.13,9.64,0.0296678
495,J135806+571229,20230038439,209.5275,57.1707,0.3298925743562296,116.3291569,10.05761528,-0.144043967,0.0588935986161232,61.32,930.47,10.07,0.0590137
