GalaxyID,FASHIID,ra_h1,dec_h1,d_p,logM,SFR,z_a,W50,S_bf,logMh1,z_h1,type
J120204+462349,20230028434,180.5128,46.3949,113.4504441,9.649,-0.307985842,0.043637339,233.89,762.99,9.75,0.043542000000000004,S+S
J095010+402442,20230020510,147.5538,40.4137,141.6949051,9.844,0.07,0.047323983,213.37,1974.42,10.23,0.04729303333333333,S+S
J083548+311021,20230007104,128.9491,31.1793,122.6035373,9.967,0.235,0.071572758,82.49,1413.89,10.4,0.07142023333333333,S+S
J083548+311021,20230007104,128.9491,31.1793,122.6035373,10.264,0.09,0.071303941,82.49,1413.89,10.4,0.07142023333333333,S+S
J084409+323632,20230009136,131.0111,32.6014,176.3119135,10.054,0.526,0.066607244,75.52,708.92,10.04,0.06661020000000001,S+S
J092837+383221,20230017483,142.1514,38.5375,15.97440633,9.028,-0.433806062,0.012141624,209.56,9065.74,9.79,0.012142666666666668,S+S
J092837+383221,20230017483,142.1514,38.5375,15.97440633,8.747,-0.968350947,0.012445155,209.56,9065.74,9.79,0.012142666666666668,S+S
J083108+305344,20230006799,127.7793,30.8971,90.89399648,11.259,0.473,0.073720463,192.55,895.84,10.22,0.07319536666666666,S+E
J112546+470000,20230029048,171.437,46.9956,6.563447965,9.302,0.331,0.034169242,140.68,877.56,9.62,0.03409903333333333,S+S
J113326+471712,20230029268,173.3639,47.2685,72.60885143,10.035,0.901,0.045553915,125.01,2118.27,10.23,0.0454291,S+S
J113326+471712,20230029268,173.3639,47.2685,72.60885143,10.074,0.371,0.04534873,125.01,2118.27,10.23,0.0454291,S+S
J103434+450907,20230026948,158.6438,45.1492,162.8092502,9.888,-0.343702644,0.025327386,232.1,1542.2,9.62,0.0252757,S+S
J112754+472346,20230029401,171.9663,47.3984,94.06014743,10.467,0.548,0.0326836,206.24,3778.47,10.22,0.0327574,S+S
J085906+331043,20230010023,134.7651,33.1942,66.34266376,9.441,-0.043765653,0.044597622,194.26,1819.4,10.13,0.044290699999999995,S+S
J085906+331043,20230010023,134.7651,33.1942,66.34266376,9.568,0.094,0.044246081,194.26,1819.4,10.13,0.044290699999999995,S+S
J090501+335506,20230010991,136.2355,33.9281,94.3163049,10.629,0.339523762,0.043873966,171.36,734.2,9.73,0.0435489,S+E
J083552+302532,20230006348,128.9745,30.4175,166.2106706,9.671,-0.362906933,0.025212409,214.89,857.93,9.34,0.025178266666666664,S+S
J085512+322825,20230008902,133.7949,32.4622,147.1077497,10.20275402,0.308415979,0.075987138,154.27,847.78,10.23,0.07621789999999999,S+S
J094706+344524,20230011761,146.7879,34.7561,7.230474888,10.55660152,0.916161776,0.040625427,331.88,2512.99,10.22,0.040729,S+E
J095911+363717,20230054808,149.7995,36.6177,136.9678584,10.03748322,0.138698682,0.040992431,250.94,631.39,9.62,0.04098106666666666,S+S
J095736+365635,20230014936,149.4022,36.9414,142.5010954,9.92,0.178,0.040600654,209.41,516.38,9.53,0.04068243333333333,S+S
J124009+484850,20230030685,190.0667,48.8101,50.11650161,10.261,-0.331578791,0.029184593,141.7,1149.83,9.59,0.029112366666666663,S+S
J140644+471602,20230051298,211.6719,47.2726,51.98550114,10.752,0.537,0.059861541,284.13,2148.07,10.44,0.05978516666666667,S+S
J140644+471602,20230051298,211.6719,47.2726,51.98550114,10.458,0.044,0.059180543,284.13,2148.07,10.44,0.05978516666666667,S+S
J150324+420327,20230023016,225.8267,42.0502,71.0384521,9.463,-0.562918425,0.016802294,200.44,950.16,9.05,0.016786133333333335,S+S
J142555+462853,20230028511,216.4728,46.4655,53.22445687,9.805,0.307,0.033163793,123.71,1362.46,9.75,0.03302566666666667,S+S
J142555+462853,20230028511,216.4728,46.4655,53.22445687,9.441,-0.339583188,0.033108756,123.71,1362.46,9.75,0.03302566666666667,S+S
J102522+425752,20230024562,156.3981,42.9579,108.0797857,10.56317234,-1.421019077,0.048449621,375.2,1429.77,10.11,0.048603266666666665,S+S
J102522+425752,20230024562,156.3981,42.9579,108.0797857,10.85340977,0.35178563,0.048682429,375.2,1429.77,10.11,0.048603266666666665,S+S
J122143+464845,20230028871,185.4278,46.8128,144.0705022,9.15,-0.703256547,0.024473673,188.16,1915.47,9.67,0.024519366666666667,S+S
J115147+465222,20230028923,177.9489,46.8734,70.52398056,8.965,-0.790927589,0.01893707,58.74,1691.73,9.4,0.018901133333333334,S+S
J121203+470611,20230029155,183.0071,47.1188,97.3207552,10.038,0.07047154,0.032225184,259.36,1997.39,9.92,0.03211516666666667,S+S
J121625+471541,20230029260,184.1078,47.2609,197.2199205,9.184,-0.404784769,0.024213661,206.46,2080.36,9.69,0.024173266666666665,S+S
J110147+455225,20230027845,165.4419,45.8756,78.50680203,9.202,-1.900765181,0.021917038,38.88,883.91,9.24,0.021903366666666667,S+S
J110029+461434,20230028279,165.1133,46.2335,161.6040504,10.416,0.378,0.053972494,208.95,891.65,9.97,0.05394416666666667,S+E
J112435+473650,20230029607,171.1433,47.6061,115.6514018,9.454,-0.501190484,0.03339636,209.14,633.85,9.46,0.03326306666666667,S+S
J125015+470134,20230051304,192.5709,47.0322,127.7630895,10.015,0.064,0.053401671,135.8,550.7,9.75,0.0533206,S+S
J131141+465746,20230051302,197.9136,46.9562,118.6194345,10.585,0.367,0.053387444,306.52,1333.47,10.14,0.0533513,S+E
J101010+362753,20230013973,152.5211,36.4218,107.6742059,10.441,0.523,0.041070253,176.69,1522.95,10.01,0.04132943333333333,S+S
J101229+363654,20230055008,153.1254,36.6183,174.9949003,10.393,-0.511560619,0.03427713,260.86,1957.06,9.98,0.034269,S+S
J104148+384310,20230055073,160.4392,38.7285,54.2792935,10.644,-1.32910955,0.03725829,664.72,1251.25,9.82,0.0357723,S+S
J104451+384521,20230017830,161.1634,38.7617,120.7766527,9.703,-0.385846615,0.03328139,279.23,2068.17,10.04,0.0356954,S+S
J091837+332317,20230010330,139.6672,33.4085,69.42609694,10.299,0.402,0.042253368,141.57,933.19,9.81,0.042201666666666665,S+S
J100846+383805,20230017681,152.1573,38.6442,91.14893969,10.92,0.361,0.055792168,196.16,930.58,10.01,0.055769533333333336,S+E
J155534+423646,20230024021,238.9287,42.6247,94.17404474,10.82936764,-0.65352118,0.045251414,178.53,720.46,9.74,0.0454149,S+S
J162142+374535,20230016298,245.4212,37.7591,120.9978796,9.38,-0.279803753,0.032947887,156.19,745.88,9.45,0.032806633333333335,S+S
J133509+565140,20230063585,203.787,56.8578,16.27125226,9.687,0.05,0.039137397,90.6,837.66,9.69,0.0390463,S+S
J160021+430255,20230062293,240.0935,43.0847,141.5308467,10.908,0.053352129,0.04425855,403.88,1731.92,10.1,0.044360866666666665,S+E
J135619+551004,20230036912,209.0663,55.164,158.984522,9.657,-0.151989475,0.040825311,218.49,1199.55,9.88,0.04087956666666667,S+S
J140515+553950,20230037433,211.239,55.6851,99.81913855,9.656,0.009937926,0.035650291,156.73,1024.47,9.7,0.0359039,S+S
J150557+381640,20230017080,226.4837,38.2694,142.3821881,10.794,0.39,0.049073283,357.98,609.7,9.74,0.0490668,S+E
J123110+470100,20230029063,187.7942,47.0128,133.3235291,10.555,0.281,0.041956484,286.87,2818.1,10.29,0.041853100000000004,S+S
J130708+461834,20230028361,196.7386,46.3003,25.02225786,9.902,0.265,0.024642119,161.92,929.93,9.36,0.025099566666666667,S+E
J131209+461143,20230028222,198.0292,46.1924,93.07984719,9.089087486,-1.026985407,0.028655769,589.71,7070.69,10.33,0.027811866666666664,S+S
J135746+450227,20230055896,209.4175,45.0591,116.301456,9.998,-0.292333096,0.042693164,216.55,1398.39,9.99,0.04281213333333333,S+S
J125059+482403,20230051384,192.7634,48.4007,39.65068768,10.312,0.513,0.049425263,218.79,1036.83,9.97,0.049740066666666666,S+S
J160451+303133,20230006456,241.2236,30.5306,43.39238791,10.571,0.784,0.055396639,240.1,2052.21,10.36,0.055295266666666676,S+S
J160451+303133,20230006456,241.2236,30.5306,43.39238791,10.647,0.947,0.055368148,240.1,2052.21,10.36,0.055295266666666676,S+S
J160513+302759,20230006395,241.306,30.4662,123.1633514,10.846,0.685,0.055502661,332.37,819.46,9.96,0.05539883333333334,S+S
J150659+395925,20230019865,226.702,39.9611,142.8440669,9.722,-0.242499977,0.05112524,268.57,1026.93,9.99,0.0511673,S+S
J113536+432836,20230025170,173.8995,43.4786,106.0776403,9.72,-0.374517918,0.024304401,266.25,2595.94,9.8,0.024290866666666668,S+S
J124627+434743,20230025559,191.6179,43.7958,112.7311932,10.237,-0.153934494,0.040541075,158.33,922.27,9.78,0.04046693333333333,S+S
J122336+443242,20230026393,185.9021,44.5465,157.9332664,10.466,0.494,0.047847342,48.07,972.77,9.93,0.04784836666666667,S+S
J131834+433430,20230062390,199.6421,43.5713,175.4545825,9.604,-0.171808481,0.03537577,165.64,1242.4,9.79,0.035349733333333334,S+S
J095121+381952,20230017218,147.8313,38.3472,182.0515336,9.233,-0.763871551,0.027247014,162.1,550.25,9.25,0.027249233333333334,S+S
J141548+405928,20230021611,213.948,40.9918,197.8525044,9.75158596,0.543520927,0.041202728,259.56,928.27,9.78,0.041088,S+S
J134509+434336,20230025492,206.2885,43.737,144.8036647,10.148,0.051852033,0.03781347,217.02,1219.59,9.84,0.037855,S+S
J143525+403035,20230020758,218.9104,40.5306,158.3372552,10.719,0.467,0.062102485,72.9,578.96,9.9,0.06209506666666667,S+S
J134030+442211,20230026203,205.1389,44.3642,98.84485055,9.627,-0.065351889,0.03363679,177.31,1159.85,9.72,0.033622233333333335,S+S
J134200+424536,20230024264,205.4985,42.7591,33.27500848,9.43,0.08,0.034668472,255.91,1715.03,9.9,0.0342968,S+S
J140746+411701,20230022028,211.9507,41.28,99.31090639,9.715,-0.058187518,0.030240873,201.03,642.0,9.35,0.030127466666666665,S+S
J124345+455329,20230027837,190.9561,45.8873,56.04088307,10.141,0.405,0.053193651,284.05,990.24,10.0,0.05316456666666667,S+S
J142710+472755,20230029473,216.7842,47.4696,176.517206,9.952,0.178,0.070736989,107.42,564.32,10.0,0.07061453333333334,S+S
J134628+502936,20230062971,206.6172,50.4939,116.5853334,8.558581352,-0.982890785,0.015061048,159.97,3247.44,9.54,0.015033066666666667,S+S
J113113+403911,20230020982,172.808,40.6593,42.52901501,10.703,1.011,0.044715449,204.66,2111.14,10.22,0.04461946666666667,S+S
J124331+413121,20230022308,190.8789,41.5169,164.480261,8.559,-1.446694255,0.016736107,157.92,851.81,9.01,0.01667633333333333,S+S
J130231+414157,20230022507,195.6318,41.7003,80.11660762,9.83,0.134,0.053716306,173.2,917.97,9.98,0.0537835,S+S
J115914+423400,20230023904,179.8222,42.5663,162.8504325,10.186,0.24,0.030367097,116.7,748.71,9.46,0.030276733333333333,S+E
J131950+415857,20230042544,199.9622,41.9737,87.46044998,10.376,0.36,0.053652734,63.78,847.25,9.94,0.0533258,S+S
J112558+423511,20230024002,171.5468,42.616,181.9440054,10.051,0.239,0.072918378,131.58,966.2,10.26,0.07304603333333334,S+E
J121829+433159,20230025229,184.6377,43.5342,39.18758972,9.309,-1.77299273,0.024174403,102.72,2236.83,9.72,0.024043933333333333,S+S
J121829+433159,20230025229,184.6377,43.5342,39.18758972,9.342,-0.462113857,0.023918824,102.72,2236.83,9.72,0.024043933333333333,S+S
J120938+420034,20230022938,182.4074,42.0053,28.92549893,10.053,0.357,0.022880636,160.78,1982.67,9.6,0.022577533333333333,S+S
J120938+420034,20230022938,182.4074,42.0053,28.92549893,9.74,0.046,0.022233704,160.78,1982.67,9.6,0.022577533333333333,S+S
J123521+422002,20230023509,188.8611,42.3266,95.98049586,9.748,-0.201723948,0.038821355,201.36,1140.09,9.84,0.038750900000000005,S+S
J143100+372703,20230015808,217.7405,37.4513,188.2296408,9.338802338,-0.449859351,0.027467608,177.55,1482.99,9.6,0.027417966666666665,S+S
J133111+414630,20230022609,202.7966,41.7885,37.68106578,9.784,0.222,0.034980364,168.46,1481.1,9.86,0.034841500000000004,S+S
J143758+382130,20230017237,219.4918,38.365,11.96714118,10.15268707,0.30607304,0.035550445,136.05,1743.66,9.94,0.0355903,S+S
J143758+382130,20230017237,219.4918,38.365,11.96714118,9.829424858,0.158226624,0.035279464,136.05,1743.66,9.94,0.0355903,S+S
J141152+354556,20230012875,212.9634,35.7526,48.69054771,9.415,-0.430024743,0.0340271,190.96,1711.3,9.9,0.034112833333333335,S+S
J141152+354556,20230012875,212.9634,35.7526,48.69054771,9.246,-0.364468813,0.034136426,190.96,1711.3,9.9,0.034112833333333335,S+S
J101305+351655,20230012184,153.2679,35.306,59.40922045,10.837,0.916,0.038093559,404.68,1520.14,9.95,0.037926800000000004,S+S
J101305+351655,20230012184,153.2679,35.306,59.40922045,11.001,0.204,0.037888661,404.68,1520.14,9.95,0.037926800000000004,S+S
J113716+391702,20230018602,174.3167,39.271,23.8808269,10.143,0.573,0.030628176,182.14,1874.41,9.88,0.030862300000000002,S+S
J113716+391702,20230018602,174.3167,39.271,23.8808269,10.424,0.418,0.031187067,182.14,1874.41,9.88,0.030862300000000002,S+S
J145528+325024,20230009452,223.8769,32.82,46.62521024,10.977,0.165,0.059932683,219.71,1516.73,10.29,0.06024253333333333,S+S
J094341+331605,20230010172,145.9317,33.2548,77.31114542,10.545,0.864,0.085594773,91.55,966.76,10.39,0.08554213333333333,S+S
J101330+354309,20230012738,153.3754,35.713,150.072214,9.572,-0.099448025,0.039839417,148.74,942.84,9.78,0.03983936666666667,S+S
J125055+401112,20230020209,192.755,40.1856,32.97821538,9.749,0.355,0.025785221,169.58,1483.43,9.59,0.0256039,S+S
J125055+401112,20230020209,192.755,40.1856,32.97821538,9.563,-0.141282633,0.02558098,169.58,1483.43,9.59,0.0256039,S+S
J125048+401812,20230020349,192.6994,40.3015,198.9336495,8.592,-1.145271778,0.016132424,159.27,1497.42,9.22,0.016111466666666664,S+S
J104439+383319,20230017571,161.1681,38.5995,105.6818469,10.081,-0.502816856,0.032882035,266.57,1776.54,9.91,0.03292763333333334,S+S
J112355+401031,20230020203,170.9713,40.1825,57.90113061,10.678,0.474,0.065250106,246.99,619.98,9.97,0.06517553333333333,S+E
J143450+354911,20230012947,218.726,35.8078,53.27764208,10.49,0.128,0.043743186,446.12,2211.53,10.22,0.044137333333333334,S+S
J143450+354911,20230012947,218.726,35.8078,53.27764208,10.278,-0.124230765,0.044571318,446.12,2211.53,10.22,0.044137333333333334,S+S
J141353+475342,20230062667,213.4578,47.8925,79.82292367,10.54,0.229,0.070152558,372.18,1004.71,10.24,0.07011343333333334,S+E
J154215+381945,20230017204,235.5727,38.3347,77.93836051,10.422,1.091,0.065166093,239.61,1318.89,10.29,0.0645877,S+S
J154215+381945,20230017204,235.5727,38.3347,77.93836051,9.976,0.15,0.064267218,239.61,1318.89,10.29,0.0645877,S+S
J131330+511622,20230032697,198.3846,51.2313,115.8939737,10.562,1.015,0.056280807,378.87,1323.7,10.18,0.05614943333333334,S+S
J151142+435813,20230025734,227.9225,43.9696,85.73067151,9.527,-0.02384779,0.027577646,188.09,1090.71,9.46,0.027492433333333333,S+S
J151824+324433,20230009321,229.607,32.7368,53.87802331,8.738639832,-0.520647645,0.030046128,84.88,1919.48,9.75,0.03003396666666667,S+S
J151824+324433,20230009321,229.607,32.7368,53.87802331,9.078472137,-0.3163791,0.030169671,84.88,1919.48,9.75,0.03003396666666667,S+S
J135520+400305,20230019977,208.8069,40.0559,94.60572786,9.32,-0.916071415,0.035868656,132.84,1020.62,9.71,0.035862766666666664,S+S
J152946+322621,20230008836,232.4584,32.4388,38.61500683,9.320329666,-0.060838915,0.030913126,212.31,2650.71,9.9,0.030878799999999998,S+S
J152946+322621,20230008836,232.4584,32.4388,38.61500683,9.554829597,0.000663719,0.030871961,212.31,2650.71,9.9,0.030878799999999998,S+S
J155611+314544,20230058445,239.055,31.7717,144.1409653,9.542,-0.114571385,0.032348707,209.11,909.73,9.47,0.03235603333333333,S+S
J160430+302201,20230006305,241.1305,30.363,83.34415341,10.204,0.424,0.056331538,103.27,1351.26,10.19,0.05632906666666667,S+S
J161315+302838,20230006410,243.2793,30.4825,120.8669647,10.439,0.009,0.048910916,110.05,1931.93,10.23,0.04889403333333333,S+S
J161426+301646,20230006253,243.6205,30.2658,89.12734651,10.148,0.137,0.053788818,170.11,629.02,9.82,0.05380016666666666,S+E
J151957+322406,20230050113,229.979,32.3866,76.11646927,10.23133945,0.45552513,0.062040795,205.96,911.62,10.1,0.061956333333333335,S+S
J152712+382416,20230017245,231.7964,38.3722,138.2258022,10.94672298,0.456597477,0.065422788,325.35,1744.06,10.42,0.06511916666666667,S+S
J152712+382416,20230017245,231.7964,38.3722,138.2258022,10.67928028,0.656603873,0.065170556,325.35,1744.06,10.42,0.06511916666666667,S+S
J161537+311916,20230007238,243.8941,31.3206,121.5074706,10.274,-0.135865018,0.02219772,292.24,4132.1,9.86,0.022216966666666668,S+S
J153538+380508,20230016785,233.9034,38.0854,81.76170525,9.23944664,-0.308439225,0.032073744,194.37,1355.68,9.68,0.032050499999999996,S+S
J154424+370159,20230015069,236.0924,37.0321,136.1775973,10.279,0.563,0.068827055,191.5,682.23,10.06,0.06869026666666667,S+S
J150243+431628,20230062327,225.6699,43.2726,65.36042179,10.992,-0.732211471,0.040592715,413.93,1125.13,9.85,0.0405326,S+E
J153446+394943,20230019732,233.6542,39.8668,169.759978,10.632,0.762,0.065347522,79.22,701.75,10.03,0.0653855,S+S
J154340+393225,20230019151,235.9169,39.5372,152.9666053,10.774,0.966,0.063471131,57.88,1001.28,10.16,0.06343323333333334,S+S
J153630+411029,20230021917,234.1273,41.1795,104.4947441,10.74,0.449,0.055236705,127.97,972.65,10.02,0.054766133333333335,S+S
J150119+313132,20230007506,225.3225,31.5026,116.8976238,10.286,0.725,0.080474757,235.53,874.13,10.3,0.08027466666666667,S+S
J134819+362922,20230014126,207.0701,36.4884,104.3123112,9.352,-0.60980922,0.024971643,157.68,833.19,9.29,0.024936033333333333,S+S
J135825+354902,20230012963,209.5866,35.818,195.1304456,9.187,-0.800168037,0.027007027,180.29,790.32,9.33,0.02702296666666667,S+S
J145436+303704,20230006523,223.65,30.614,194.6145558,10.336,0.191,0.05116798,142.4,872.82,9.92,0.05109693333333333,S+S
J142845+330643,20230061143,217.1862,33.113,109.6177216,9.488,-0.199168459,0.028906485,168.92,2590.18,9.88,0.0288431,S+S
J141651+324810,20230009414,214.2083,32.8017,94.37482975,9.111,-0.52079314,0.022315752,132.49,2630.51,9.7,0.02231436666666667,S+S
J140308+345840,20230054488,210.8213,34.9516,47.30565112,9.386,-0.250774324,0.025525097,232.84,1191.21,9.49,0.0264345,S+S
J081737+520236,20230033484,124.4041,52.05,147.1260055,8.753,0.153783888,0.023553509,147.88,800.05,9.27,0.023480833333333333,S+S
J095036+642917,20230041556,147.6481,64.4786,199.2907097,9.803,-0.856591582,0.010257093,245.4,4132.63,9.31,0.0102682,S+S
J074915+462502,20230028461,117.3064,46.4231,89.77429687,9.609469414,0.169515476,0.038085531,254.01,1881.41,10.02,0.038042099999999995,S+S
J074915+462502,20230028461,117.3064,46.4231,89.77429687,9.480719566,-0.28158766,0.038229823,254.01,1881.41,10.02,0.038042099999999995,S+S
J075914+492146,20230031150,119.8036,49.3637,60.13127984,10.40503311,0.6543414,0.056781303,96.15,866.41,10.0,0.05683443333333334,S+E
J074401+452736,20230027213,116.0043,45.437,120.0980807,10.02396774,-0.125282481,0.053456049,271.66,554.44,9.75,0.0534397,S+S
J082037+523106,20230033924,125.1632,52.5257,69.48596533,9.202,-0.993650794,0.017431289,167.58,1402.41,9.23,0.017380466666666667,S+S
J084442+573532,20230038709,131.1933,57.6135,87.66938632,10.372,0.05,0.041979723,253.05,2313.76,10.19,0.0418947,S+S
J084442+573532,20230038709,131.1933,57.6135,87.66938632,10.409,0.257,0.041878521,253.05,2313.76,10.19,0.0418947,S+S
J083725+565824,20230038295,129.3781,56.9602,45.9332487,10.221,-0.260771632,0.046035882,414.52,3037.39,10.38,0.046077266666666665,S+S
J083725+565824,20230038295,129.3781,56.9602,45.9332487,10.022,0.313,0.046304304,414.52,3037.39,10.38,0.046077266666666665,S+S
J073340+414106,20230022489,113.4599,41.6878,70.19468687,10.403,-0.04537474,0.040421046,229.85,998.05,9.79,0.04040666666666667,S+E
J074101+441741,20230026115,115.2531,44.2846,112.5786598,10.455,0.088,0.066022478,124.54,539.08,9.92,0.06605676666666667,S+E
J001657-004147,20230004655,4.242,-0.6748,64.63120068,10.244,0.5,0.085912235,142.47,1075.91,10.44,0.0859351,S+S
J235215+000610,20230005063,358.0647,0.1067,23.68629488,9.268,-0.501881719,0.022947846,160.98,1495.03,9.46,0.0229698,S+S
J074727+475157,20230029825,116.8585,47.8785,80.23848874,11.053,0.863,0.050909117,197.31,1159.98,10.03,0.050894433333333336,S+S
J082323+564643,20230038210,125.8534,56.7796,61.35833983,10.717,0.282,0.042082615,197.54,1250.9,9.92,0.04205793333333333,S+S
J081350+541534,20230035992,123.443,54.2854,147.5151797,10.23,0.43,0.069810033,247.17,957.85,10.22,0.06994663333333334,S+S
J074835+493257,20230031327,117.1422,49.547,173.5012859,9.898,-0.122613624,0.020991722,233.69,2096.0,9.57,0.020916333333333332,S+S
J082034+592943,20230040070,125.1043,59.5117,119.0727492,10.34809494,0.340624958,0.078003161,329.16,1254.91,10.43,0.07859973333333332,S+S
J082034+592943,20230040070,125.1043,59.5117,119.0727492,10.36093235,0.248129934,0.078539394,329.16,1254.91,10.43,0.07859973333333332,S+S
J083608+620231,20230041188,129.0341,62.0345,38.03578024,9.263,-0.696886301,0.017670017,154.11,4977.76,9.82,0.017711,S+S
J083608+620231,20230041188,129.0341,62.0345,38.03578024,9.198,-0.519751608,0.017661585,154.11,4977.76,9.82,0.017711,S+S
J092942+302051,20230053804,142.4283,30.3603,141.153763,8.796,-0.811612666,0.024768272,154.69,1031.5,9.42,0.024717166666666665,S+S
J130111+404242,20230021104,195.2956,40.7283,109.2081947,10.507,0.425,0.068253674,201.08,1117.42,10.26,0.06813126666666668,S+S
J102130+350107,20230011938,155.3789,35.018,147.8130667,10.644,0.164,0.034557652,154.72,1704.17,9.93,0.03454956666666667,S+S
J101031+351419,20230012126,152.6307,35.2377,40.81601055,8.989771843,-0.252366245,0.038479533,168.19,1392.47,9.92,0.03843736666666667,S+S
J115603+394345,20230119573,179.0084,39.715,116.733198,9.418,-0.4969199,0.020646263,208.98,2145.21,9.54,0.02052453333333333,S+S
J103639+372825,20230015854,159.1564,37.4769,101.3910297,9.276,-0.687889576,0.023050297,188.13,1604.52,9.54,0.0230322,S+S
J122749+362057,20230013866,186.9692,36.3603,28.96232457,9.415,-0.391545951,0.033761356,258.23,2254.56,10.03,0.033864599999999995,S+S
J122749+362057,20230013866,186.9692,36.3603,28.96232457,9.592,-0.257860214,0.033897165,258.23,2254.56,10.03,0.033864599999999995,S+S
J124654+361459,20230013742,191.7586,36.287,90.27601721,10.78,0.394,0.041469242,343.35,959.11,9.82,0.04142956666666667,S+E
J133241+361655,20230013686,203.192,36.2584,99.79682299,10.377,0.551,0.057923757,242.33,1474.45,10.25,0.057773533333333335,S+S
J133241+361655,20230013686,203.192,36.2584,99.79682299,10.541,0.396,0.057760306,242.33,1474.45,10.25,0.057773533333333335,S+S
J133051+370257,20230015103,202.7103,37.0442,97.13424489,10.455,0.617,0.062363941,253.07,1605.84,10.34,0.06216086666666666,S+S
J114211+360533,20230053997,175.543,36.0829,8.443011709,10.042,0.44,0.038534809,186.89,1084.53,9.82,0.03858726666666667,S+S
J125706+361124,20230054969,194.2774,36.1881,197.7465773,10.02985096,-0.357823908,0.034689486,261.6,739.9,9.57,0.034718733333333335,S+E
J111351+364143,20230014474,168.4757,36.6922,65.40455072,9.959,0.00562662,0.034571245,239.53,2328.71,10.06,0.03458526666666667,S+S
J111351+364143,20230014474,168.4757,36.6922,65.40455072,10.218,0.057015456,0.034703881,239.53,2328.71,10.06,0.03458526666666667,S+S
J135142+350249,20230054294,207.9523,35.0527,64.4358344,8.557,-0.830055237,0.024516096,103.7,1350.82,9.49,0.024581333333333334,S+S
J094053+314441,20230007810,145.2079,31.744,182.8448806,9.697,-0.611397028,0.022712272,254.16,3187.36,9.81,0.022613466666666665,S+S
J100845+310632,20230058256,152.1924,31.1099,193.9403492,10.997,0.106333263,0.050118107,457.52,1311.25,10.07,0.050163033333333336,S+E
J082854+351238,20230012089,127.233,35.195,62.91835205,10.13,0.325,0.043701924,238.34,814.99,9.77,0.04366436666666666,S+S
J094607+325045,20230009584,146.5291,32.8919,95.46796396,10.707,0.240825742,0.036959682,273.49,1279.37,9.85,0.0368839,S+S
J092127+344822,20230061558,140.3973,34.8135,87.62100743,9.286,0.030247029,0.025022568,207.76,2405.83,9.79,0.02471203333333333,S+S
J133109+324653,20230009391,202.7809,32.785,156.1273827,9.838,0.110307291,0.024587451,142.21,1142.36,9.42,0.02452093333333333,S+S
J111923+333656,20230058669,169.8633,33.6106,42.49950856,10.3,-0.343625367,0.036852788,410.88,1865.3,10.03,0.03708893333333334,S+S
J111923+333656,20230058669,169.8633,33.6106,42.49950856,10.773,0.475098193,0.037054252,410.88,1865.3,10.03,0.03708893333333334,S+S
J112546+334822,20230010845,171.4424,33.8041,90.74792248,9.825,-0.346716315,0.034171533,103.09,1881.54,9.96,0.03417316666666667,S+S
J112432+343204,20230011592,171.1408,34.5312,11.93276433,10.074,0.435,0.041572031,241.38,1274.43,9.95,0.0417395,S+S
J131142+343340,20230061501,197.9458,34.5797,37.90130046,8.866,-1.272941113,0.017597016,134.85,1232.45,9.17,0.017278633333333335,S+S
J131142+343340,20230061501,197.9458,34.5797,37.90130046,8.595,-1.26811409,0.017280323,134.85,1232.45,9.17,0.017278633333333335,S+S
J140520+322821,20230050116,211.3324,32.4718,171.7388273,10.035,0.068464138,0.063342676,233.3,931.91,10.12,0.06325343333333333,S+S
J112903+353528,20230012537,172.3174,35.5796,87.21478086,9.934414864,-0.203694403,0.034567915,164.0,4056.65,10.3,0.03433183333333333,S+S
J122346+360910,20230013502,185.9359,36.1393,81.76868794,10.932,0.011,0.033324245,377.99,1282.69,9.78,0.033318,S+S
J123143+361233,20230013591,187.9427,36.1933,25.84597768,9.776,-0.227283284,0.033570461,230.76,628.51,9.47,0.0334556,S+E
J095919+301042,20230058057,149.8321,30.1794,38.20383022,9.397,-0.015201814,0.046476193,142.57,1014.46,9.92,0.04632173333333334,S+S
J115419+334602,20230058694,178.6029,33.7725,45.67597277,9.471,0.266,0.04795225,103.12,1137.17,10.01,0.0479776,S+S
J132635+324539,20230009349,201.6438,32.7587,124.8267746,9.516,-0.709790051,0.024515176,207.6,1047.08,9.38,0.0245516,S+E
J124947+340710,20230011225,192.4602,34.1244,44.31505981,10.115,-0.059466418,0.042871643,279.15,1081.05,9.89,0.042673666666666665,S+S
J124947+340710,20230011225,192.4602,34.1244,44.31505981,9.922,-0.103420973,0.042405028,279.15,1081.05,9.89,0.042673666666666665,S+S
J130412+334318,20230061285,196.0414,33.7257,123.216112,9.675,-0.6282143,0.033469908,226.24,615.91,9.46,0.03336303333333333,S+S
J131525+332730,20230010372,198.8491,33.4568,131.794497,9.918,0.01,0.03734399,259.7,775.15,9.64,0.03719653333333333,S+S
J115928+345336,20230061579,179.8686,34.8938,128.6098717,10.746,0.574,0.032836322,413.46,2658.19,10.08,0.0327277,S+S
J135329+324855,20230009453,208.3626,32.8204,139.7087811,9.432,-0.405150831,0.035187308,199.28,581.95,9.46,0.03516933333333333,S+S
J140442+330332,20230061137,211.1921,33.0802,81.26140594,9.89,0.011,0.052113786,127.76,548.64,9.73,0.0520967,S+E
J135101+303855,20230006555,207.7547,30.6481,143.2637634,10.474,0.275,0.046569433,63.93,658.91,9.74,0.04654843333333333,S+E
