Galaxy,PID,RA_A,DEC_A,Z_A,RA_B,DEC_B,Z_B
J171041+631046,3721,257.67476932591484,63.17970710777863,0.027076762169599533,257.6304003601241,63.23626409488051,0.02757502906024456
J080616+461719,3786,121.56670768432835,46.28865120917436,0.03620927408337593,121.61367373911915,46.3079181419563,0.035447604954242706
J075445+461312,3855,118.68961892606035,46.2202654576357,0.022227922454476357,118.79699774410554,46.30028513439011,0.022584933787584305
J152544+592109,4098,231.4348732222781,59.35266986668024,0.04526965692639351,231.57508123563608,59.35253626100072,0.046406954526901245
J145611+625000,4141,223.99279303263987,62.883493036219406,0.04253789782524109,224.0481051571082,62.833491419902195,0.04281338304281235
J164401+425232,4195,251.00428303843057,42.875689421213366,0.02776947058737278,251.0216695358149,43.00882194383534,0.02793232724070549
J102905+590712,7565,157.27155787294998,59.12022178997447,0.024041859433054924,157.277554596843,59.06270139360893,0.023499200120568275
J090309+521018,7601,135.7887691083136,52.17169380397662,0.06702417880296707,135.83410349943375,52.2230359641393,0.06767550110816956
J080531+393246,7675,121.38271525368393,39.54627757471968,0.0399569496512413,121.37523629919282,39.611007206023544,0.041211117058992386
J082826+463748,7740,127.11103142442082,46.63023780357951,0.05090411379933357,127.17185901997131,46.680842969163926,0.05076949670910835
J082827+471630,7754,127.11289286123412,47.27523357064571,0.05248837545514107,127.13885376965871,47.27084301789041,0.05304959788918495
J082827+471630,7754,127.11289286123412,47.27523357064571,0.05248837545514107,127.13885376965871,47.27084301789041,0.05304959788918495
J114336+640000,7773,175.90333718712014,64.00001389014415,0.04626830294728279,175.94699315486912,63.986545771572914,0.04681063070893288
J114336+640000,7773,175.90333718712014,64.00001389014415,0.04626830294728279,175.94699315486912,63.986545771572914,0.04681063070893288
J090553+484913,8657,136.47355909038276,48.820304457147465,0.03932810202240944,136.4533983708756,48.83050799795795,0.039239462465047836
J080305+372541,8670,120.77117433891235,37.42807281161919,0.03455502912402153,120.8790155304816,37.48859613525612,0.034020259976387024
J082152+415144,8682,125.46977041796909,41.86247132082238,0.03806694224476814,125.45939951437055,41.876278829157535,0.03805981203913689
J082152+415144,8682,125.46977041796909,41.86247132082238,0.03806694224476814,125.45939951437055,41.876278829157535,0.03805981203913689
J082342+420804,8684,125.92718331454574,42.13445344935624,0.03742260858416557,125.96630446796229,42.22208845075388,0.037565022706985474
