Galaxy,PID,RA_A,DEC_A,Z_A,RA_B,DEC_B,Z_B
J122143+464845,21354,185.42951022226646,46.81255035778833,0.02447367273271084,185.26342811032367,46.79000857602303,0.024477189406752586
J115147+465222,21369,177.94841548931737,46.87305511386334,0.018937069922685623,178.05153058509504,46.89142638750721,0.019126011058688164
J121203+470611,21376,183.01368463819585,47.10310504620764,0.03222518414258957,183.05316390662762,47.04944813825433,0.03154057264328003
J121625+471541,21377,184.10575373474177,47.26144541125684,0.02421366050839424,184.30595614078754,47.34670796190961,0.02421882376074791
J110147+455225,21407,165.44755450880436,45.87378729977311,0.021917037665843964,165.5443561631161,45.893845916978044,0.02262592688202858
J110029+461434,21435,165.12105067488005,46.24292293490456,0.05397249385714531,165.1614827186411,46.297213807678645,0.054113756865262985
J112435+473650,21473,171.14883186099303,47.614019752463385,0.03339635953307152,171.22498365443403,47.66002381413277,0.033453457057476044
J125015+470134,21534,192.56368567032507,47.026122521367576,0.05340167135000229,192.59873099719914,46.98362216598142,0.05332470312714577
J131141+465746,21568,197.92473093034315,46.962883358642934,0.05338744446635246,197.9150226232502,46.91809051039218,0.05310980603098869
J101010+362753,21644,152.521255765002,36.41529851252907,0.04132602736353874,152.54225691050584,36.464841166286575,0.041070252656936646
J101229+363654,21645,153.12351706471205,36.61525544422294,0.03427712991833687,153.093128878394,36.516521473525096,0.03457079082727432
J104148+384310,21662,160.45022859611,38.71961413683237,0.03815558925271034,160.4866810139386,38.720948248710414,0.03725828975439072
J104451+384521,21663,161.21518274458953,38.75596741661408,0.033281389623880386,161.29097382314018,38.714508357467174,0.03240125998854637
J091837+332317,21771,139.65570666551838,33.38812080965456,0.042081933468580246,139.67279633018046,33.41807038787322,0.042253367602825165
J100846+383805,21819,152.19309435249778,38.634954771339096,0.05618003010749817,152.1535368938993,38.64703240322239,0.05579216778278351
J155534+423646,22001,238.89195053362874,42.61303174560182,0.04525141417980194,238.9484811592411,42.607245802618046,0.04566597938537598
J162142+374535,22012,245.42728788839923,37.7598806847268,0.03294788673520088,245.41050881048,37.68805253963714,0.03231508284807205
J133509+565140,22087,203.7899188631739,56.861324288691534,0.03913739696145058,203.80167158517713,56.856021961531084,0.03916870802640915
J160021+430255,22122,240.0622545678806,43.1096012176661,0.04444709047675133,240.09007045584042,43.04869049943172,0.04425854980945587
J135619+551004,22268,209.0797859508071,55.16782099231125,0.040825311094522476,209.19854689205954,55.20676580601903,0.040741223841905594
J140515+553950,22345,211.22076376291218,55.67794548944461,0.036068569868803024,211.31560996945865,55.664099045848,0.03565029054880142
J150557+381640,22378,226.48783027775437,38.27779324914944,0.04907328262925148,226.5619124524909,38.2689440736759,0.04867497831583023
J123110+470100,22381,187.79209418376485,47.016765427054914,0.04195648431777954,187.80265309701556,46.95328553394223,0.042150866240262985
J130708+461834,22388,196.78399050986675,46.30955367739941,0.02464211918413639,196.75504289878916,46.3094307643665,0.024456743150949478
J131209+461143,22392,198.03970047963458,46.19539689682881,0.028655769303441048,198.11486084047047,46.23316480780536,0.02742796391248703
J135746+450227,22451,209.39682423689504,45.08401291307625,0.042811378836631775,209.44437614025892,45.04087323946891,0.04269316419959068
J125059+482403,22507,192.74699669787907,48.401072110109574,0.04989876225590706,192.76852737130164,48.408541415025695,0.049425262957811356
J160451+303133,22608,241.21558220613832,30.52599767150819,0.05539663881063461,241.23415561072972,30.525731520680598,0.055368147790431976
J160451+303133,22608,241.21558220613832,30.52599767150819,0.05539663881063461,241.23415561072972,30.525731520680598,0.055368147790431976
J160513+302759,22609,241.3045384880404,30.466598043082556,0.05550266057252884,241.34657090739654,30.43934901597211,0.055512867867946625
J150659+395925,22723,226.6888463056086,39.95632089426675,0.05126335099339485,226.74776200348134,39.99052828128775,0.051125239580869675
J113536+432836,23169,173.90244299002762,43.47688731768358,0.024304401129484177,174.02077702661143,43.47417960134838,0.024419516324996948
J124627+434743,23187,191.61331883464538,43.795397581646746,0.04054107517004013,191.63896110808798,43.74274750239026,0.040528226643800735
J122336+443242,23245,185.90069807044745,44.54503072151971,0.04784734174609184,185.99426604538024,44.54070176349539,0.047866325825452805
J131834+433430,23256,199.64501596299516,43.57520103179027,0.035375770181417465,199.75924763173026,43.62947570334173,0.03469517081975937
J095121+381952,23298,147.8399314013206,38.33116339288768,0.02724701352417469,147.8344902354858,38.463083636479695,0.02733859419822693
J141548+405928,23357,213.9503031485724,40.99116451664612,0.04120272770524025,213.9882380022808,41.083279397332305,0.041785795241594315
J134509+434336,23536,206.2888214406707,43.72685757537665,0.037813469767570496,206.27702012586033,43.80299358760654,0.037564683705568314
J143525+403035,23547,218.85451956818025,40.50991564760237,0.062102485448122025,218.9184890234675,40.52969350596947,0.06210270896553993
J134030+442211,23606,205.12870332974808,44.36985173896983,0.03363678976893425,205.2075523528584,44.35422900771238,0.03372339904308319
J134200+424536,23776,205.50036870952636,42.76001931984444,0.03466847166419029,205.49366665894757,42.74153332596735,0.034214768558740616
J140746+411701,23783,211.94444420966414,41.28384114952557,0.030240872874855995,211.97175838173175,41.3456313314513,0.02998931147158146
J124345+455329,23960,190.93870988862312,45.89158197273365,0.053193651139736176,190.96929834076462,45.8888475762733,0.05305064469575882
J142710+472755,24582,216.79494531904652,47.46546955019292,0.07073698937892914,216.72029498102796,47.477621232678,0.07021734863519669
J134628+502936,24592,206.6197145857476,50.493424703480144,0.015061047859489918,206.61478637374506,50.644074322846244,0.014863323420286179
J113113+403911,24647,172.80603850376463,40.65313820890513,0.04471544921398163,172.80322715132561,40.6722042217655,0.044638317078351974
J124331+413121,24704,190.8799820838178,41.522748469321364,0.0167361069470644,191.04690828401152,41.66822540551004,0.01698010228574276
J130231+414157,24740,195.6292875267466,41.699366037528094,0.053858205676078796,195.66051648887367,41.7187707485235,0.053716305643320084
J115914+423400,24772,179.81247544603832,42.56685382037343,0.03036709688603878,179.67949915009393,42.60835250813091,0.03085080161690712
J131950+415857,24827,199.96105791193844,41.98256054726649,0.05340101197361946,199.98555750338085,42.010535410148385,0.05365273356437683
J112558+423511,24841,171.49257946308055,42.5866266531447,0.0729183778166771,171.50125775056927,42.638263725026,0.07338621467351913
J121829+433159,24855,184.62173109785164,43.53320720786899,0.02417440339922905,184.6650973425596,43.53864181044433,0.023918824270367622
J121829+433159,24855,184.62173109785164,43.53320720786899,0.02417440339922905,184.6650973425596,43.53864181044433,0.023918824270367622
J120938+420034,25434,182.40877611406557,42.00968016229094,0.022880636155605316,182.378260169376,42.01983388615507,0.02223370410501957
J120938+420034,25434,182.40877611406557,42.00968016229094,0.022880636155605316,182.378260169376,42.01983388615507,0.02223370410501957
J123521+422002,25505,188.83762467344155,42.334087778005696,0.03882135450839996,188.90413513074319,42.34002756504841,0.0389641672372818
J143100+372703,25525,217.75060286233668,37.45105169980671,0.02746760845184326,217.84578720599484,37.563452864217005,0.027487415820360184
J133111+414630,25645,202.79610553760085,41.775236615038786,0.03498036414384842,202.80240653662943,41.79619422824178,0.03488234803080559
J143758+382130,25697,219.4950606115043,38.358555485748035,0.035550445318222046,219.49675944888966,38.36513839693752,0.03527946397662163
J143758+382130,25697,219.4950606115043,38.358555485748035,0.035550445318222046,219.49675944888966,38.36513839693752,0.03527946397662163
J141152+354556,26061,212.97077593058145,35.765665022356956,0.034027099609375,212.96772534039258,35.73727471806657,0.03413642570376396
J141152+354556,26061,212.97077593058145,35.765665022356956,0.034027099609375,212.96772534039258,35.73727471806657,0.03413642570376396
J101305+351655,26124,153.27424427789197,35.28200683678367,0.03809355944395065,153.2790869256842,35.31296664662332,0.03788866102695465
J101305+351655,26124,153.27424427789197,35.28200683678367,0.03809355944395065,153.2790869256842,35.31296664662332,0.03788866102695465
J113716+391702,26154,174.3187529373683,39.284151937707044,0.030628176406025887,174.3163248276947,39.26880141472582,0.031187066808342934
J113716+391702,26154,174.3187529373683,39.284151937707044,0.030628176406025887,174.3163248276947,39.26880141472582,0.031187066808342934
J145528+325024,26211,223.86742343325415,32.84000768841242,0.060160912573337555,223.88200808618416,32.829843777620724,0.059932682663202286
J094341+331605,26279,145.92380761016022,33.268200308132286,0.08522278070449829,145.94495654888348,33.260749505948205,0.0855947732925415
J101330+354309,26289,153.37604728739376,35.71931736145231,0.03983941674232483,153.46711374417373,35.73485569124975,0.038542378693819046
J125055+401112,26487,192.73270909585725,40.186733572830775,0.02578522078692913,192.76555605728473,40.184207306590444,0.025580979883670807
J125055+401112,26487,192.73270909585725,40.186733572830775,0.02578522078692913,192.76555605728473,40.184207306590444,0.025580979883670807
J125048+401812,26488,192.70042318457166,40.30357093293437,0.016132423654198647,192.71372896473406,40.54370819061438,0.01634611003100872
J104439+383319,26577,161.16611891928062,38.55532007791703,0.03288203477859497,161.17958092518393,38.61836869916171,0.03301287442445755
J112355+401031,26588,170.98037089830137,40.175400355628945,0.0657578855752945,170.9804404796862,40.193608144316364,0.06525010615587234
J143450+354911,26642,218.70909047156903,35.81994938887643,0.04374318569898605,218.73086394574534,35.80290798468605,0.04457131773233414
J143450+354911,26642,218.70909047156903,35.81994938887643,0.04374318569898605,218.73086394574534,35.80290798468605,0.04457131773233414
J141353+475342,27699,213.47417098590887,47.895264150216384,0.07015255838632584,213.50923408724046,47.897848340418726,0.07119022309780121
J154215+381945,27716,235.56299805711035,38.329355329127196,0.06516609340906143,235.58228349706258,38.34889969071906,0.06426721811294556
J154215+381945,27716,235.56299805711035,38.329355329127196,0.06516609340906143,235.58228349706258,38.34889969071906,0.06426721811294556
J131330+511622,27750,198.37840325198363,51.27303510956172,0.05628080666065216,198.40094894021644,51.233360285842856,0.056312303990125656
J151142+435813,27896,227.92844761165057,43.9704994458028,0.02757764607667923,228.00969689274348,43.98936762979936,0.027459029108285904
J151824+324433,28186,229.60193941172724,32.742623511834736,0.03004612773656845,229.6370726155763,32.72287981091483,0.030169671401381493
J151824+324433,28186,229.60193941172724,32.742623511834736,0.03004612773656845,229.6370726155763,32.72287981091483,0.030169671401381493
J135520+400305,28247,208.77817935886432,40.080381194323955,0.03588660806417465,208.83577435039615,40.05164150180255,0.035868655890226364
J152946+322621,28339,232.4456333018327,32.43936176213913,0.030913125723600388,232.47448137571075,32.444005794681026,0.030871961265802383
J152946+322621,28339,232.4456333018327,32.43936176213913,0.030913125723600388,232.47448137571075,32.444005794681026,0.030871961265802383
J155611+314544,28439,239.04740406845335,31.76248442810891,0.03234870731830597,239.12703851796581,31.705421310079927,0.032010458409786224
J160430+302201,28443,241.12530034661393,30.367052667521346,0.056331537663936615,241.15612867251946,30.381478554910178,0.0557185560464859
J161315+302838,28538,243.2593316553404,30.487208128024644,0.04893174394965172,243.31631675401556,30.47741870969463,0.04891091585159302
J161426+301646,28539,243.6115096791558,30.279550871829084,0.053788818418979645,243.64585984227165,30.295725037205877,0.054985467344522476
J151957+322406,28619,229.98900146162245,32.401906327522134,0.062040794640779495,229.97488457685623,32.37963643441913,0.06178487837314606
J152712+382416,28723,231.80038524902284,38.40449148899572,0.06542278826236725,231.79353659224392,38.36115008942072,0.06517055630683899
J152712+382416,28723,231.80038524902284,38.40449148899572,0.06542278826236725,231.79353659224392,38.36115008942072,0.06517055630683899
J161537+311916,28742,243.90738591767416,31.32131741555624,0.022197719663381577,243.98369423586416,31.40679128531956,0.022563386708498
J153538+380508,28746,233.87722559799636,38.129310847789405,0.0320260189473629,233.9100089600633,38.08563750393315,0.032073743641376495
J154424+370159,28749,236.10022544768276,37.03327483988719,0.0688270553946495,236.08421578565827,36.99425469972705,0.06859973073005676
J150243+431628,28817,225.6803083374732,43.27462034410024,0.04059271514415741,225.6765114255947,43.24241911725173,0.040857747197151184
J153446+394943,28833,233.65281643113894,39.87103240101245,0.06546240299940109,233.69564484534732,39.828694854635266,0.06534752249717712
J154340+393225,28870,235.9204766799774,39.54035730319984,0.06347113102674484,235.907030093525,39.49174973514122,0.06393694132566452
J153630+411029,28898,234.1276685227799,41.174733919952885,0.05473851412534714,234.17940543696636,41.17610594986279,0.055236704647541046
J150119+313132,29741,225.32947983036027,31.525655043832668,0.0801219567656517,225.3239922539826,31.49533388027439,0.08047475665807724
J134819+362922,30037,207.07952222099675,36.48965391834155,0.024971643462777138,207.17715736453883,36.514404524608175,0.023537710309028625
J135825+354902,30040,209.60630845410282,35.81749507739416,0.027007026597857475,209.7590055934249,35.88850263350368,0.027110019698739052
J145436+303704,30138,223.65203241819341,30.617980326105357,0.05116797983646393,223.73859701355684,30.638675626720353,0.050928808748722076
J142845+330643,30171,217.18757689994428,33.111968850662784,0.028906485065817833,217.24667252034078,33.16840998678612,0.02907877415418625
J141651+324810,30287,214.21352585676334,32.80289699546251,0.022315751761198044,214.3111916474692,32.815498836567954,0.022067980840802193
J140308+345840,30361,210.78693908942222,34.97785929103763,0.02552509680390358,210.82306682800117,34.956451594549144,0.026457540690898895
J081737+520236,30722,124.4065759986941,52.04353504652495,0.023553509265184402,124.46092267155909,52.16175969712757,0.02353658527135849
J095036+642917,30740,147.65031369494125,64.48820440011976,0.010257093235850334,147.1990003738276,64.16702093776678,0.010043639689683914
J074915+462502,30795,117.31356414947254,46.41724896192297,0.03808553144335747,117.29149996811081,46.46190444686457,0.03822982311248779
J074915+462502,30795,117.31356414947254,46.41724896192297,0.03808553144335747,117.29149996811081,46.46190444686457,0.03822982311248779
J075914+492146,30798,119.80917898557934,49.362814812184965,0.05678130313754082,119.83198610538898,49.34704045270488,0.05699889734387398
J074401+452736,30836,116.00443196462454,45.460049886114945,0.05345604941248894,116.00895409415807,45.50572993351162,0.05380036681890488
J082037+523106,31079,125.15699561582522,52.518410167988485,0.017431288957595825,125.02976901117438,52.51058673825426,0.01722594164311886
J084442+573532,31118,131.17680055639818,57.59229971175918,0.041979722678661346,131.19386623249272,57.633280786344486,0.04187852144241333
J084442+573532,31118,131.17680055639818,57.59229971175918,0.041979722678661346,131.19386623249272,57.633280786344486,0.04187852144241333
J083725+565824,31154,129.35726160495207,56.97352452005056,0.04603588208556175,129.39327827211844,56.9689471002895,0.04630430415272713
J083725+565824,31154,129.35726160495207,56.97352452005056,0.04603588208556175,129.39327827211844,56.9689471002895,0.04630430415272713
J073340+414106,31164,113.41729702487734,41.68526765175837,0.04077468812465668,113.46351693055982,41.687046714053096,0.04042104631662369
J074101+441741,31172,115.25778641369887,44.29492701643733,0.06602247804403305,115.2416006078776,44.32824235678889,0.06581117957830429
J001657-004147,31331,4.241547780070359,-0.6965584230585423,0.08559808135032654,4.251213849947163,-0.6838346365324336,0.08591223508119583
J235215+000610,31485,358.0659884522684,0.10294439338577573,0.022947845980525017,358.0560549645925,0.08525831742960868,0.021815063431859016
J074727+475157,31637,116.86333938033016,47.866070091499935,0.05090911686420441,116.89288261284679,47.89123106388605,0.050792232155799866
J082323+564643,31658,125.84708727393598,56.77877906419535,0.042082615196704865,125.89066271781505,56.79580486306976,0.04329043999314308
J081350+541534,31858,123.46058805284184,54.25960988887166,0.06996753066778183,123.43271593716887,54.30028870617957,0.06981003284454346
J074835+493257,31914,117.14751692270818,49.549386741443335,0.020991722121834755,117.38153267311579,49.49298306221765,0.021454613655805588
J082034+592943,32025,125.14374358718169,59.495536733630075,0.0780031606554985,125.08988815401425,59.51222107831192,0.0785393938422203
J082034+592943,32025,125.14374358718169,59.495536733630075,0.0780031606554985,125.08988815401425,59.51222107831192,0.0785393938422203
J083608+620231,32027,129.03714485673726,62.04210809706714,0.01767001673579216,128.97926787353828,62.074223205422996,0.01766158454120159
J083608+620231,32027,129.03714485673726,62.04210809706714,0.01767001673579216,128.97926787353828,62.074223205422996,0.01766158454120159
J092942+302051,32054,142.42772352711467,30.34772315182491,0.024768272414803505,142.47367325626146,30.242724645991007,0.025554468855261803
J130111+404242,32825,195.2972503724829,40.711668299087464,0.06834244728088379,195.3023056038304,40.744589742982924,0.06825367361307144
J102130+350107,33031,155.37878671063177,35.01879120751134,0.03455765172839165,155.46263462739694,35.06932136760514,0.03475210443139076
J101031+351419,33154,152.632665408872,35.238618099160604,0.038479533046483994,152.63242141098647,35.25985485400035,0.0385294035077095
J115603+394345,33182,179.0156133836092,39.72934815783129,0.020646262913942337,179.14791152848366,39.6855434069576,0.020613588392734528
J103639+372825,33221,159.163948682865,37.47374239773727,0.023050297051668167,159.27280219677584,37.477158884414344,0.02324785850942135
J122749+362057,33313,186.95682998208116,36.34921250582109,0.03376135602593422,186.9665751965186,36.36438184380521,0.03389716520905495
J122749+362057,33313,186.95682998208116,36.34921250582109,0.03376135602593422,186.9665751965186,36.36438184380521,0.03389716520905495
J124654+361459,33319,191.72779230832236,36.24997402339324,0.04125232249498367,191.75449366558362,36.28830297704077,0.04146924242377281
J133241+361655,33391,203.1731834368424,36.282083730162135,0.057923756539821625,203.20201687505858,36.25551867027584,0.05776030570268631
J133241+361655,33391,203.1731834368424,36.282083730162135,0.057923756539821625,203.20201687505858,36.25551867027584,0.05776030570268631
J133051+370257,33425,202.71265019333035,37.04932931539184,0.062363941222429276,202.6834915611134,37.07141257991734,0.062062766402959824
J114211+360533,33465,175.54824233510155,36.09259782974079,0.03853480890393257,175.54409304510546,36.09542718865026,0.038628026843070984
J125706+361124,33479,194.2761933283999,36.1902543913124,0.034689486026763916,194.35582767688726,36.09658622729784,0.03532862290740013
J111351+364143,33553,168.46255043075524,36.69552772429288,0.034571245312690735,168.50956554229413,36.69493402209169,0.03470388054847717
J111351+364143,33553,168.46255043075524,36.69552772429288,0.034571245312690735,168.50956554229413,36.69493402209169,0.03470388054847717
J135142+350249,33812,207.92656957806162,35.04705021393377,0.024516096338629723,207.9875037442976,35.0608313963861,0.024885931983590126
J094053+314441,33847,145.2224407646601,31.744734337530712,0.02271227166056633,145.06082932124536,31.66655283757065,0.022246431559324265
J100845+310632,33885,152.18957545995357,31.10904000327601,0.050118107348680496,152.2714812701569,31.073659755878964,0.0507475882768631
J082854+351238,33892,127.22602394555511,35.21064448507376,0.04375758394598961,127.22779805970984,35.18170992043641,0.04370192438364029
J094607+325045,33905,146.5298264292961,32.84584205945089,0.036959681659936905,146.53516830276283,32.897270267974925,0.0367991179227829
J092127+344822,33944,140.36352558173095,34.80630523355885,0.025022568181157112,140.44746986510683,34.8033865369818,0.0245125200599432
J133109+324653,34236,202.78766715286136,32.78157582507813,0.024587450549006462,202.8748967929607,32.88287722181556,0.024486854672431946
J111923+333656,34241,169.8497975627439,33.61581327316773,0.03685278818011284,169.87602083797205,33.62317652805581,0.03705425187945366
J111923+333656,34241,169.8497975627439,33.61581327316773,0.03685278818011284,169.87602083797205,33.62317652805581,0.03705425187945366
J112546+334822,34243,171.4450874250957,33.80621786688824,0.03417153283953667,171.48997664334158,33.76871616378832,0.03463301807641983
J112432+343204,34320,171.13561664283802,34.53448862563581,0.04175996035337448,171.14018311932205,34.530148422255984,0.04157203063368797
J131142+343340,34344,197.9271338932271,34.56117696041945,0.0175970159471035,197.95624294969588,34.595734828924,0.017280323430895805
J131142+343340,34344,197.9271338932271,34.56117696041945,0.0175970159471035,197.95624294969588,34.595734828924,0.017280323430895805
J140520+322821,34351,211.33725422121955,32.47271904535668,0.06334267556667328,211.35997650846735,32.42020397361364,0.06324569135904312
J112903+353528,34403,172.26350864827123,35.59135587519863,0.03494865447282791,172.32220186934188,35.57731650927724,0.03456791490316391
J122346+360910,34414,185.94409258003813,36.152791620211076,0.03332424536347389,186.0044425427956,36.15588676251679,0.033403098583221436
J123143+361233,34416,187.9323759876507,36.20933291487161,0.03333039954304695,187.940810122588,36.19548417988343,0.033570460975170135
J095919+301042,34538,149.8328156272549,30.17847384541895,0.046371445059776306,149.84667703757836,30.19003632040899,0.04647619277238846
J115419+334602,34838,178.58261348159073,33.76726360157771,0.048020754009485245,178.60568493424816,33.769045239896734,0.04795224964618683
J132635+324539,34862,201.6494224977393,32.760894882832034,0.024515176191926003,201.74941405003517,32.70633969397267,0.024236910045146942
J124947+340710,34916,192.44962097127046,34.11956321750658,0.04287164285778999,192.4657383805104,34.13552660385655,0.04240502789616585
J124947+340710,34916,192.44962097127046,34.11956321750658,0.04287164285778999,192.4657383805104,34.13552660385655,0.04240502789616585
J130412+334318,34920,196.05312047117135,33.72192188550797,0.03346990793943405,196.13801397453437,33.70239051356089,0.03342578187584877
J131525+332730,34925,198.8575155838706,33.458460312691074,0.03734399005770683,198.88473617529638,33.52527496136887,0.03658153489232063
J115928+345336,35106,179.86944460121816,34.8934548833707,0.032836321741342545,179.9632258845988,34.90575492790362,0.03246218338608742
J135329+324855,35131,208.37281265757616,32.81547023043978,0.03518730774521828,208.46534462090233,32.80058604588242,0.035514410585165024
J140442+330332,35300,211.17725585667182,33.058990585734314,0.05222748592495918,211.19364973468564,33.08752085989824,0.05211378633975983
J135101+303855,35393,207.75526037518108,30.64872283059421,0.04656943306326866,207.69329110854005,30.616715498853562,0.04607906565070152
J135447+310625,35426,208.69631858246794,31.107092662113434,0.04361501336097717,208.74916525835243,31.040121108144657,0.04226488992571831
J131803+304143,35477,199.51641155329563,30.6955524207011,0.03716341778635979,199.566410930906,30.720502016365547,0.03705394268035889
J123830+315303,35516,189.62793720002088,31.884242984924455,0.01434898842126131,189.7018706749427,32.09489923035497,0.014217079617083073
J122118+324239,35584,185.32589338875528,32.71106767807311,0.02296828292310238,185.31952303077486,32.7820698632224,0.022833365947008133
J123604+333620,35653,189.01689986604532,33.60562916193968,0.04351343214511871,189.02254191574468,33.61981731352514,0.044172920286655426
J123604+333620,35653,189.01689986604532,33.60562916193968,0.04351343214511871,189.02254191574468,33.61981731352514,0.044172920286655426
J130833+330441,35656,197.14125274789237,33.078121108261186,0.02670387178659439,197.21191606972502,33.02294245257204,0.026780150830745697
J133947+300725,35775,204.94725928343263,30.12382193984633,0.03372255712747574,204.97478314566013,30.112837173106566,0.03470125421881676
J110311+303713,35800,165.7969312903033,30.620476679121776,0.03309435024857521,165.9110011109253,30.658430465117558,0.03417697921395302
J115502+320428,35811,178.758810543622,32.07466066888791,0.031038185581564903,178.7570840892771,32.093508923377264,0.03101545386016369
J115502+320428,35811,178.758810543622,32.07466066888791,0.031038185581564903,178.7570840892771,32.093508923377264,0.03101545386016369
J125303+321936,35884,193.26530128933302,32.326767130900805,0.021840594708919525,193.24180898931115,32.412295356934436,0.022638939321041107
J111816+321037,35929,169.56985992170308,32.17695045650279,0.03319380804896355,169.63829561932153,32.17202193205448,0.03338323161005974
J125344+324215,35952,193.43337731849175,32.70433417324708,0.023066949099302292,193.49639816577962,32.655085327797515,0.023168746381998062
J132325+320611,35958,200.856540409514,32.10318712886509,0.01585756242275238,200.83388068740578,32.06348692220154,0.01672368124127388
J162556+413119,36117,246.4872579056065,41.522083985709905,0.04271838814020157,246.47299116768897,41.5412071232226,0.04227408021688461
J162341+510000,36134,245.92250474405103,51.000142128632646,0.019400130957365036,245.8265913372434,51.02717923246047,0.020242448896169662
J110817+311128,36249,167.07498714829802,31.191115580424068,0.035133399069309235,167.12849476845435,31.17381947950412,0.034801460802555084
J110257+312333,36278,165.73966522225214,31.392714889511257,0.0461302325129509,165.76585915647433,31.366945489946836,0.04603162407875061
J110257+312333,36278,165.73966522225214,31.392714889511257,0.0461302325129509,165.76585915647433,31.366945489946836,0.04603162407875061
J011115-002721,38398,17.81573601158742,-0.45596160049575224,0.01771165430545807,17.959493608763196,-0.6197744551291514,0.018928293138742447
J113714+300927,39154,174.31166173267053,30.157548262024388,0.03293474391102791,174.30184632590579,30.128247463140525,0.032159850001335144
J113714+300927,39154,174.31166173267053,30.157548262024388,0.03293474391102791,174.30184632590579,30.128247463140525,0.032159850001335144
J120750+305302,39206,181.9604329647256,30.883993886619407,0.023466257378458977,182.04786184221268,30.753300754339023,0.023459993302822113
J122328+305904,39214,185.86847975763368,30.984463169344863,0.028460588306188583,185.78292354937275,31.051200683821108,0.02824566885828972
J121834+301337,39499,184.64432447507122,30.227145941429452,0.04691772535443306,184.71772950555214,30.227267495794713,0.04727241024374962
J113553+304103,39588,173.97110543824095,30.68435641310599,0.04576067626476288,173.9881025366611,30.73664749381128,0.04507344216108322
J110521-005004,820,166.42108195399766,-0.8761660055075433,0.033310938626527786,166.33951543086658,-0.8346262991434388,0.033736854791641235
J033546-055246,1785,53.97932317673673,-5.953768045506814,0.037671808153390884,53.942796448804394,-5.879547315370955,0.037581391632556915
J033726-053210,1797,54.51727472526709,-5.352543769203785,0.013407506048679352,54.36017135153174,-5.536355627426705,0.01338102761656046
J085909+544137,2804,134.79117398695445,54.62997776187226,0.04743729531764984,134.787699774054,54.6937612973668,0.0474393405020237
J101157+595216,3023,152.8265334634833,60.01269075613265,0.02216716669499874,152.99084892771492,59.871112399815495,0.022164467722177505
J075623+410424,3110,119.17875223988383,41.00377384033038,0.04169444367289543,119.09940514499813,41.07333711200262,0.04025533050298691
J095651+600512,3131,149.25254863252206,59.968959847542216,0.030999261885881424,149.2129698827293,60.08673934902614,0.03061695769429207
J135638+625954,3140,208.9882405958312,62.95861328405918,0.04422220587730408,209.16094966114582,62.998403668856625,0.044293735176324844
J074423+402037,3482,116.16140144909369,40.36635958000941,0.019823627546429634,116.09848028962048,40.34371780613488,0.01955896057188511
J075133+425457,3486,117.9794387496654,42.85552813991196,0.031789470463991165,117.89090829393973,42.91593417167673,0.032094985246658325
J082907+520155,3498,127.48444428634244,51.9734608861376,0.01742277666926384,127.27980472867935,52.032039738330965,0.017666133120656013
J085151+554151,3505,132.8748867985012,55.59328809966473,0.03076719492673874,132.9651120083789,55.69763458283977,0.0317373052239418
J091644+594628,3638,138.69071200735675,59.7263337222334,0.013836349360644817,139.1833918184726,59.774721448037816,0.013774177990853786
J153212+584609,4099,232.94283001841723,58.746332916337074,0.05863521620631218,233.05119422512848,58.7691748214193,0.05902395769953728
J155823+545552,4103,239.5928190901302,54.84340676743864,0.03784409537911415,239.59993418875553,54.93116585212781,0.0380534864962101
J170457+380110,4221,256.13465890029636,37.96483001673942,0.031961604952812195,256.2388163846845,38.01964447602561,0.032410819083452225
J082336+444153,6951,125.82485829287346,44.72844873762994,0.054482825100421906,125.90416614177326,44.69819569563995,0.05464896559715271
J092948+554642,7055,142.48475675483309,55.65489525261752,0.02540796995162964,142.45041227892196,55.77851897004609,0.025701958686113358
J103729+600011,7103,159.24779490045057,60.015796061229786,0.028193896636366844,159.37333626594568,60.003232700094934,0.02815042808651924
J093736+544626,7531,144.3861368465072,54.74325425007577,0.07391604036092758,144.4034066991201,54.773959632980144,0.07412116229534149
J080712+395150,7658,122.05201979795314,39.660391744665446,0.012921401299536228,121.80174874757581,39.863945230931385,0.013283531181514263
J082841+464051,7740,127.11103142442082,46.63023780357951,0.05090411379933357,127.17185901997131,46.680842969163926,0.05076949670910835
J082351+421319,8684,125.92718331454574,42.13445344935624,0.03742260858416557,125.96630446796229,42.22208845075388,0.037565022706985474
J083516+442953,8689,128.8203729393756,44.39308771126487,0.03806238994002342,128.8182458862905,44.49821496307434,0.0380152091383934
J083605+444337,8690,129.1394251616488,44.71860102871505,0.03783329948782921,129.02359253909708,44.72719639016474,0.03776751086115837
J111248+575959,9527,168.18477781401083,58.113371188345575,0.03205908089876175,168.20229590466425,57.99990160615877,0.03223744034767151
J154308+531446,10152,235.69346268287674,53.31824230449932,0.04144973307847977,235.78501750313185,53.24622830859996,0.041771259158849716
J145158+580000,10602,222.9830405394908,58.05243125705127,0.06100848317146301,222.99513374537327,58.000098151998735,0.06103983521461487
J162859+413918,10635,247.13033864345147,41.62023623859456,0.033087387681007385,247.24767954955502,41.655153805827695,0.03181594982743263
J164104+391953,10665,250.31305608284816,39.2900752257183,0.030542297288775444,250.26802192075075,39.33155264148922,0.02973724715411663
J131452+603936,10705,198.6270105286775,60.64259944864486,0.07105353474617004,198.71885638015436,60.66026824228245,0.07125452160835266
